X,Y,Z,tempo
692349.9769,9272256.927,-0.6,12:10:13
692349.9769,9272256.927,-0.6,12:10:14
692349.9769,9272256.927,-0.6,12:10:15
692349.9769,9272256.927,-0.6,12:10:16
692349.9769,9272256.927,-0.6,12:10:17
692349.9769,9272256.927,-0.6,12:10:18
692349.9769,9272256.927,-0.6,12:10:19
692349.9769,9272256.927,-0.6,12:10:20
692349.9769,9272256.927,-0.6,12:10:21
692349.9769,9272256.927,-0.6,12:10:22
692349.9769,9272256.927,-0.6,12:10:23
692349.9769,9272256.927,-0.6,12:10:24
692349.9769,9272256.927,-0.6,12:10:25
692349.9769,9272256.927,-0.6,12:10:26
692349.9769,9272256.927,-0.6,12:10:27
692349.9769,9272256.927,-0.6,12:10:28
692349.9769,9272256.927,-0.6,12:10:29
692349.9769,9272256.927,-0.6,12:10:30
692350.3988,9272256.926,-0.6,12:10:31
692350.3988,9272256.926,-0.6,12:10:32
692350.3988,9272256.926,-0.6,12:10:33
692350.3988,9272256.926,-0.6,12:10:34
692350.3995,9272257.137,-0.6,12:10:35
692350.8214,9272257.135,-0.6,12:10:36
692350.8214,9272257.135,-0.6,12:10:37
692350.8214,9272257.135,-0.6,12:10:38
692350.822,9272257.293,-0.6,12:10:39
692350.822,9272257.293,-0.6,12:10:40
692350.8227,9272257.504,-0.6,12:10:41
692350.8227,9272257.504,-0.6,12:10:42
692351.2446,9272257.503,-0.6,12:10:43
692351.2446,9272257.503,-0.6,12:10:44
692351.2446,9272257.503,-0.6,12:10:45
692351.2451,9272257.661,-0.6,12:10:46
692351.2451,9272257.661,-0.6,12:10:47
692351.6678,9272257.871,-0.6,12:10:48
692351.6678,9272257.871,-0.6,12:10:49
692352.0902,9272258.027,-0.6,12:10:50
692352.0902,9272258.027,-0.6,12:10:51
692352.5121,9272258.026,-0.6,12:10:52
692352.5121,9272258.026,-0.6,12:10:53
692352.5121,9272258.026,-0.6,12:10:54
692352.5128,9272258.237,-0.6,12:10:55
692352.9347,9272258.235,-0.6,12:10:56
692352.9353,9272258.394,-0.6,12:10:57
692353.3592,9272258.972,-0.6,12:10:58
692353.7836,9272259.709,-0.6,12:10:59
692354.2087,9272260.604,-0.6,12:11:00
692355.055,9272261.339,-0.6,12:11:01
692355.48,9272262.234,-0.6,12:11:02
692355.48,9272262.234,-0.6,12:11:03
692357.1799,9272265.762,-0.6,12:11:04
692358.0275,9272266.866,-0.6,12:11:05
692358.4538,9272268.131,-0.6,12:11:06
692358.8803,9272269.448,-0.6,12:11:07
692359.728,9272270.552,-0.6,12:11:08
692360.1543,9272271.816,-0.6,12:11:09
692360.1576,9272272.765,-0.6,12:11:10
692361.0045,9272273.659,-0.6,12:11:11
692361.4315,9272275.134,-0.6,12:11:12
692361.8554,9272275.713,-0.6,12:11:13
692362.2786,9272276.08,-0.6,12:11:14
692362.7018,9272276.448,-0.6,12:11:15
692362.7023,9272276.606,-0.6,12:11:16
692362.7036,9272276.975,-0.6,12:11:17
692363.1268,9272277.343,-0.6,12:11:18
692363.1275,9272277.554,-0.6,12:11:19
692363.1275,9272277.554,-0.6,12:11:20
692363.1288,9272277.923,-0.6,12:11:21
692363.1288,9272277.923,-0.6,12:11:22
692363.1288,9272277.923,-0.6,12:11:23
692363.1288,9272277.923,-0.6,12:11:24
692363.1288,9272277.923,-0.6,12:11:25
692363.1288,9272277.923,-0.6,12:11:26
692363.1288,9272277.923,-0.6,12:11:27
692363.1288,9272277.923,-0.6,12:11:28
692363.1288,9272277.923,-0.6,12:11:29
692363.1288,9272277.923,-0.6,12:11:30
692363.1288,9272277.923,-0.6,12:11:31
692363.1288,9272277.923,-0.6,12:11:32
692363.1288,9272277.923,-0.6,12:11:33
692363.1288,9272277.923,-0.6,12:11:34
692363.1288,9272277.923,-0.6,12:11:35
692363.1288,9272277.923,-0.6,12:11:36
692363.1288,9272277.923,-0.6,12:11:37
692363.1288,9272277.923,-0.6,12:11:38
692363.1288,9272277.923,-0.6,12:11:39
692363.1288,9272277.923,-0.6,12:11:40
692363.1288,9272277.923,-0.6,12:11:41
692363.1288,9272277.923,-0.6,12:11:42
692363.1288,9272277.923,-0.6,12:11:43
692363.1288,9272277.923,-0.6,12:11:44
692363.1288,9272277.923,-0.6,12:11:45
692363.1288,9272277.923,-0.6,12:11:46
692363.1288,9272277.923,-0.6,12:11:47
692363.1288,9272277.923,-0.6,12:11:48
692363.1288,9272277.923,-0.6,12:11:49
692363.1288,9272277.923,-0.6,12:11:50
692363.1288,9272277.923,-0.6,12:11:51
692363.1288,9272277.923,-0.6,12:11:52
692363.1288,9272277.923,-0.6,12:11:53
692363.1288,9272277.923,-0.6,12:11:54
692363.1288,9272277.923,-0.6,12:11:55
692363.1288,9272277.923,-0.6,12:11:56
692363.1288,9272277.923,-0.6,12:11:57
692363.1288,9272277.923,-0.6,12:11:58
692363.1288,9272277.923,-0.6,12:11:59
692363.1288,9272277.923,-0.6,12:12:00
692363.1288,9272277.923,-0.6,12:12:01
692363.1288,9272277.923,-0.6,12:12:02
692363.1288,9272277.923,-0.6,12:12:03
692363.1288,9272277.923,-0.6,12:12:04
692363.1288,9272277.923,-0.6,12:12:05
692363.1288,9272277.923,-0.6,12:12:06
692363.1288,9272277.923,-0.6,12:12:07
692363.1288,9272277.923,-0.6,12:12:08
692363.1288,9272277.923,-0.6,12:12:09
692363.1288,9272277.923,-0.6,12:12:10
692363.1288,9272277.923,-0.6,12:12:11
692363.1288,9272277.923,-0.6,12:12:12
692363.1288,9272277.923,-0.6,12:12:13
692363.1288,9272277.923,-0.6,12:12:14
692363.1288,9272277.923,-0.6,12:12:15
692363.1288,9272277.923,-0.6,12:12:16
692363.1288,9272277.923,-0.6,12:12:17
692363.1288,9272277.923,-0.6,12:12:18
692363.1288,9272277.923,-0.6,12:12:19
692363.1288,9272277.923,-0.6,12:12:20
692379.9549,9272263.626,-0.30,12:12:21
692380.3801,9272264.574,-0.60,12:12:22
692379.9595,9272264.944,-0.30,12:12:23
692378.2751,9272265.847,-0.50,12:12:24
692378.2751,9272265.847,-0.60,12:12:25
692380.8193,9272269.529,-0.30,12:12:26
692380.8213,9272270.109,-0.30,12:12:27
692380.3974,9272269.531,-0.60,12:12:28
692380.8175,9272269.002,-0.50,12:12:29
692382.087,9272270.105,-0.60,12:12:30
692382.0888,9272270.632,-0.30,12:12:31
692382.0888,9272270.632,-0.40,12:12:32
692382.0914,9272271.371,-0.30,12:12:33
692382.0914,9272271.371,-0.60,12:12:34
692382.0998,9272273.796,-0.20,12:12:35
692382.1024,9272274.535,-0.30,12:12:36
692382.105,9272275.273,-0.30,12:12:37
692382.5287,9272275.799,-0.40,12:12:38
692382.5313,9272276.537,-0.50,12:12:39
692382.9552,9272277.116,-0.20,12:12:40
692383.3789,9272277.642,-0.60,12:12:41
692382.9609,9272278.751,-0.50,12:12:42
692382.1191,9272279.334,-0.30,12:12:43
692382.1191,9272279.334,-0.40,12:12:44
692382.1191,9272279.334,-0.20,12:12:45
692381.2728,9272278.598,-0.40,12:12:46
692381.2715,9272278.229,-0.60,12:12:47
692382.9578,9272277.854,-0.20,12:12:48
692382.5333,9272277.117,-0.40,12:12:49
692382.5333,9272277.117,-0.20,12:12:50
692383.8003,9272277.482,-0.20,12:12:51
692384.2209,9272277.111,-0.60,12:12:52
692384.6433,9272277.268,-0.60,12:12:53
692385.0601,9272275.79,-0.40,12:12:54
692385.0595,9272275.632,-0.50,12:12:55
692384.2132,9272274.897,-0.60,12:12:56
692383.3622,9272272.843,-0.60,12:12:57
692383.3609,9272272.474,-0.50,12:12:58
692383.3609,9272272.474,-0.50,12:12:59
692384.6248,9272271.942,-0.50,12:13:00
692385.0446,9272271.36,-0.50,12:13:01
692385.0428,9272270.833,-0.50,12:13:02
692384.6183,9272270.096,-0.50,12:13:03
692384.6158,9272269.358,-0.50,12:13:04
692384.6138,9272268.778,-0.30,12:13:05
692384.6119,9272268.25,-0.30,12:13:06
692384.6119,9272268.25,-0.50,12:13:07
692384.1829,9272266.195,-0.20,12:13:08
692383.7591,9272265.669,-0.20,12:13:09
692384.1797,9272265.299,-0.60,12:13:10
692384.1785,9272264.93,-0.40,12:13:11
692384.1764,9272264.349,-0.40,12:13:12
692383.752,9272263.613,-0.40,12:13:13
692383.7489,9272262.716,-0.40,12:13:14
692382.9038,9272262.35,-0.50,12:13:15
692382.9038,9272262.35,-0.30,12:13:16
692382.8948,9272259.766,-0.60,12:13:17
692382.4711,9272259.24,-0.30,12:13:18
692382.4678,9272258.291,-0.20,12:13:19
692382.044,9272257.765,-0.30,12:13:20
692382.0402,9272256.657,-0.50,12:13:21
692381.6163,9272256.079,-0.50,12:13:22
692381.6137,9272255.34,-0.60,12:13:23
692381.6111,9272254.602,-0.40,12:13:24
692381.6111,9272254.602,-0.60,12:13:25
692381.6041,9272252.598,-0.40,12:13:26
692381.1784,9272251.492,-0.60,12:13:27
692380.7539,9272250.755,-0.30,12:13:28
692380.3295,9272250.019,-0.50,12:13:29
692380.3269,9272249.28,-0.40,12:13:30
692379.903,9272248.702,-0.20,12:13:31
692379.9012,9272248.174,-0.30,12:13:32
692379.4772,9272247.596,-0.60,12:13:33
692379.0509,9272246.332,-0.20,12:13:34
692379.0489,9272245.751,-0.20,12:13:35
692378.6257,9272245.384,-0.60,12:13:36
692379.0458,9272244.855,-0.20,12:13:37
692378.6219,9272244.276,-0.40,12:13:38
692378.6206,9272243.907,-0.50,12:13:39
692378.6188,9272243.38,-0.40,12:13:40
692378.1949,9272242.801,-0.20,12:13:41
692378.1949,9272242.801,-0.50,12:13:42
692377.3448,9272241.011,-0.60,12:13:43
692377.3423,9272240.273,-0.20,12:13:44
692376.4959,9272239.537,-0.60,12:13:45
692376.4933,9272238.799,-0.30,12:13:46
692376.4908,9272238.061,-0.20,12:13:47
692376.0663,9272237.324,-0.60,12:13:48
692376.065,9272236.955,-0.20,12:13:49
692376.0624,9272236.217,-0.20,12:13:50
692376.0624,9272236.217,-0.60,12:13:51
692375.2148,9272235.112,-0.20,12:13:52
692375.2141,9272234.901,-0.60,12:13:53
692376.0573,9272234.74,-0.20,12:13:54
692375.6354,9272234.741,-0.50,12:13:55
692376.0579,9272234.898,-0.20,12:13:56
692376.4792,9272234.738,-0.30,12:13:57
692376.9004,9272234.526,-0.20,12:13:58
692377.323,9272234.736,-0.60,12:13:59
692377.3235,9272234.894,-0.50,12:14:00
692377.7462,9272235.103,-0.60,12:14:01
692378.1686,9272235.26,-0.60,12:14:02
692378.1693,9272235.471,-0.40,12:14:03
692378.5912,9272235.469,-0.50,12:14:04
692378.5912,9272235.469,-0.40,12:14:05
692378.5918,9272235.628,-0.50,12:14:06
692378.5918,9272235.628,-0.60,12:14:07
692378.5918,9272235.628,-0.30,12:14:08
692379.8595,9272236.203,-0.20,12:14:09
692379.86,9272236.362,-0.30,12:14:10
692380.2827,9272236.571,-0.30,12:14:11
692380.2819,9272236.36,-0.40,12:14:12
692380.2832,9272236.729,-0.20,12:14:13
692380.7058,9272236.939,-0.20,12:14:14
692380.7071,9272237.308,-0.30,12:14:15
692381.5548,9272238.412,-0.30,12:14:16
692381.5548,9272238.412,-0.50,12:14:17
692382.4125,9272242.417,-0.20,12:14:18
692383.2601,9272243.522,-0.60,12:14:19
692383.2634,9272244.471,-0.60,12:14:20
692383.6879,9272245.208,-0.50,12:14:21
692384.1137,9272246.314,-0.30,12:14:22
692384.5394,9272247.42,-0.60,12:14:23
692384.9644,9272248.315,-0.20,12:14:24
692385.8121,9272249.419,-0.60,12:14:25
692385.8121,9272249.419,-0.40,12:14:26
692386.6674,9272252.739,-0.50,12:14:27
692386.6713,9272253.846,-0.40,12:14:28
692387.0957,9272254.583,-0.30,12:14:29
692387.099,9272255.532,-0.20,12:14:30
692387.5235,9272256.269,-0.20,12:14:31
692387.5261,9272257.007,-0.20,12:14:32
692387.9511,9272257.902,-0.40,12:14:33
692388.3755,9272258.639,-0.40,12:14:34
692388.8033,9272260.325,-0.60,12:14:35
692389.2283,9272261.22,-0.30,12:14:36
692389.2309,9272261.959,-0.40,12:14:37
692389.234,9272262.855,-0.60,12:14:38
692389.6592,9272263.803,-0.30,12:14:39
692389.6623,9272264.7,-0.30,12:14:40
692390.0875,9272265.647,-0.30,12:14:41
692390.0901,9272266.386,-0.40,12:14:42
692390.0901,9272266.386,-0.20,12:14:43
692390.5184,9272268.23,-0.30,12:14:44
692390.521,9272268.968,-0.40,12:14:45
692390.9447,9272269.494,-0.60,12:14:46
692391.3692,9272270.231,-0.60,12:14:47
692391.3738,9272271.549,-0.50,12:14:48
692392.2188,9272271.915,-0.40,12:14:49
692392.2207,9272272.443,-0.30,12:14:50
692392.222,9272272.812,-0.20,12:14:51
692392.222,9272272.812,-0.20,12:14:52
692392.2291,9272274.869,-0.30,12:14:53
692392.6529,9272275.395,-0.40,12:14:54
692392.6554,9272276.133,-0.60,12:14:55
692392.6574,9272276.713,-0.30,12:14:56
692393.0819,9272277.45,-0.30,12:14:57
692393.0837,9272277.977,-0.40,12:14:58
692393.0858,9272278.557,-0.50,12:14:59
692393.087,9272278.926,-0.20,12:15:00
692393.087,9272278.926,-0.60,12:15:01
692393.087,9272278.926,-0.30,12:15:02
692393.087,9272278.926,-0.30,12:15:03
692393.087,9272278.926,-0.20,12:15:04
692393.0863,9272278.715,-0.20,12:15:05
692393.5077,9272278.556,-0.20,12:15:06
692393.5077,9272278.556,-0.30,12:15:07
692393.5077,9272278.556,-0.20,12:15:08
692393.5077,9272278.556,-0.60,12:15:09
692393.5077,9272278.556,-0.40,12:15:10
692393.5077,9272278.556,-0.60,12:15:11
692393.5077,9272278.556,-0.30,12:15:12
692393.5077,9272278.556,-0.60,12:15:13
692393.5077,9272278.556,-0.30,12:15:14
692393.5077,9272278.556,-0.20,12:15:15
692393.5077,9272278.556,-0.30,12:15:16
692393.5077,9272278.556,-0.30,12:15:17
692393.5077,9272278.556,-0.20,12:15:18
692394.3514,9272278.553,-0.30,12:15:19
692394.3514,9272278.553,-0.20,12:15:20
692394.3514,9272278.553,-0.50,12:15:21
692394.3514,9272278.553,-0.40,12:15:22
692394.3514,9272278.553,-0.60,12:15:23
692394.7733,9272278.551,-0.30,12:15:24
692394.7726,9272278.34,-0.50,12:15:25
692394.7726,9272278.34,-0.50,12:15:26
692395.1939,9272278.181,-0.20,12:15:27
692395.1932,9272277.97,-0.20,12:15:28
692395.6151,9272277.968,-0.40,12:15:29
692395.6151,9272277.968,-0.60,12:15:30
692395.6151,9272277.968,-0.30,12:15:31
692396.037,9272277.967,-0.20,12:15:32
692396.4589,9272277.965,-0.60,12:15:33
692396.4589,9272277.965,-0.60,12:15:34
692396.4589,9272277.965,-0.50,12:15:35
692399.8322,9272277.426,-0.30,12:15:36
692401.0966,9272277.053,-0.40,12:15:37
692402.3602,9272276.468,-0.20,12:15:38
692403.6241,9272275.936,-0.30,12:15:39
692405.3104,9272275.561,-0.9,12:15:40
692406.5735,9272274.819,-0.9,12:15:41
692408.6809,9272274.231,-0.9,12:15:42
692409.9422,9272272.961,-0.9,12:15:43
692409.9422,9272272.961,-0.9,12:15:44
692415.4145,9272269.409,-0.9,12:15:45
692416.6776,9272268.666,-0.9,12:15:46
692418.3621,9272267.764,-0.9,12:15:47
692420.0483,9272267.389,-0.9,12:15:48
692422.1565,9272267.012,-0.8,12:15:49
692424.2647,9272266.636,-0.8,12:15:50
692425.5291,9272266.262,-0.9,12:15:51
692427.6378,9272266.044,-0.9,12:15:52
692427.6378,9272266.044,-0.8,12:15:53
692432.6967,9272264.919,-0.8,12:15:54
692434.3843,9272264.913,-0.8,12:15:55
692436.0731,9272265.276,-0.8,12:15:56
692438.1846,9272265.849,-0.8,12:15:57
692439.4516,9272266.214,-1,12:15:58
692440.7185,9272266.578,-1,12:15:59
692441.9855,9272266.943,-1,12:16:00
692443.6736,9272267.095,-1,12:16:01
692446.6269,9272267.085,-1,12:16:02
692447.4681,9272266.344,-1,12:16:03
692449.1531,9272265.6,-1,12:16:04
692450.4175,9272265.226,-1,12:16:05
692450.8381,9272264.856,-1,12:16:06
692451.68,9272264.325,-1.1,12:16:07
692452.0981,9272263.216,-1.1,12:16:08
692452.0981,9272263.216,-1.1,12:16:09
692452.0878,9272260.263,-1.1,12:16:10
692452.0834,9272258.997,-1.1,12:16:11
692452.0813,9272258.417,-1.1,12:16:12
692451.6569,9272257.681,-1.1,12:16:13
692450.8105,9272256.945,-1,12:16:14
692449.9642,9272256.21,-1,12:16:15
692449.1185,9272255.685,-1,12:16:16
692449.1185,9272255.685,-1,12:16:17
692445.737,9272253.851,-0.9,12:16:18
692444.468,9272252.907,-0.9,12:16:19
692443.2005,9272252.384,-0.9,12:16:20
692441.9328,9272251.808,-0.9,12:16:21
692440.6665,9272251.654,-0.9,12:16:22
692438.977,9272251.08,-0.9,12:16:23
692437.7094,9272250.557,-0.8,12:16:24
692436.4412,9272249.823,-0.8,12:16:25
692433.9047,9272248.355,-0.8,12:16:26
692432.6357,9272247.411,-0.8,12:16:27
692431.3669,9272246.518,-0.8,12:16:28
692430.0987,9272245.785,-0.8,12:16:29
692428.8304,9272245.051,-0.8,12:16:30
692427.5622,9272244.317,-0.7,12:16:31
692425.8713,9272243.373,-0.7,12:16:32
692424.1806,9272242.483,-0.7,12:16:33
692424.1806,9272242.483,-0.7,12:16:34
692420.3758,9272240.281,-0.7,12:16:35
692419.1089,9272239.916,-0.7,12:16:36
692417.8427,9272239.763,-0.7,12:16:37
692416.5762,9272239.556,-0.7,12:16:38
692414.8887,9272239.562,-0.6,12:16:39
692413.6224,9272239.408,-0.6,12:16:40
692412.3568,9272239.413,-0.5,12:16:41
692410.6697,9272239.577,-0.5,12:16:42
692408.1417,9272240.535,-0.5,12:16:43
692406.456,9272241.068,-0.5,12:16:44
692404.7715,9272241.97,-0.5,12:16:45
692403.5084,9272242.713,-0.5,12:16:46
692402.2453,9272243.456,-0.5,12:16:47
692401.8273,9272244.565,-0.5,12:16:48
692400.1443,9272245.889,-0.5,12:16:49
692399.3023,9272246.419,-0.5,12:16:50
692399.3023,9272246.419,-0.5,12:16:51
692396.3632,9272250.49,-0.5,12:16:52
692396.3678,9272251.809,-0.5,12:16:53
692396.3722,9272253.074,-0.5,12:16:54
692396.3761,9272254.182,-0.5,12:16:55
692395.9593,9272255.66,-0.5,12:16:56
692395.9639,9272256.978,-0.5,12:16:57
692395.9683,9272258.244,-0.5,12:16:58
692395.9683,9272258.244,-0.5,12:16:59
692395.1367,9272261.727,-0.5,12:17:00
692395.5631,9272263.044,-0.5,12:17:01
692395.9902,9272264.519,-0.5,12:17:02
692396.4152,9272265.414,-0.5,12:17:03
692396.4198,9272266.733,-0.5,12:17:04
692397.2667,9272267.626,-0.5,12:17:05
692398.5357,9272268.571,-0.5,12:17:06
692398.9607,9272269.466,-0.5,12:17:07
692398.9607,9272269.466,-0.5,12:17:08
692402.7636,9272271.14,-0.5,12:17:09
692404.0298,9272271.294,-0.5,12:17:10
692405.7187,9272271.658,-0.5,12:17:11
692406.9838,9272271.495,-0.5,12:17:12
692408.25,9272271.649,-0.5,12:17:13
692409.5157,9272271.644,-0.5,12:17:14
692410.7808,9272271.482,-0.5,12:17:15
692412.0458,9272271.266,-0.5,12:17:16
692414.9978,9272270.887,-0.5,12:17:17
692416.2616,9272270.355,-0.5,12:17:18
692417.9484,9272270.138,-0.5,12:17:19
692419.2128,9272269.765,-0.5,12:17:20
692420.8986,9272269.232,-0.5,12:17:21
692422.1635,9272269.016,-0.5,12:17:22
692423.8498,9272268.641,-0.5,12:17:23
692425.1142,9272268.268,-0.5,12:17:24
692425.1142,9272268.268,-0.5,12:17:25
692429.7524,9272267.513,-0.5,12:17:26
692431.0188,9272267.72,-0.5,12:17:27
692432.7064,9272267.714,-0.5,12:17:28
692433.552,9272268.238,-0.5,12:17:29
692435.2396,9272268.232,-0.5,12:17:30
692436.9259,9272267.857,-0.5,12:17:31
692438.6129,9272267.693,-0.5,12:17:32
692440.3005,9272267.687,-0.5,12:17:33
692440.3005,9272267.687,-0.5,12:17:34
692444.5148,9272266.354,-0.5,12:17:35
692445.7779,9272265.611,-0.5,12:17:36
692446.6204,9272265.239,-0.5,12:17:37
692447.4616,9272264.498,-0.5,12:17:38
692447.8823,9272264.128,-0.5,12:17:39
692448.7235,9272263.386,-0.5,12:17:40
692449.1441,9272263.016,-0.5,12:17:41
692449.1441,9272263.016,-0.5,12:17:42
692450.4041,9272261.376,-0.5,12:17:43
692450.4028,9272261.007,-0.5,12:17:44
692450.8228,9272260.479,-0.5,12:17:45
692451.2427,9272259.897,-0.5,12:17:46
692451.6633,9272259.526,-0.5,12:17:47
692452.0839,9272259.156,-0.5,12:17:48
692452.5045,9272258.785,-0.5,12:17:49
692452.5045,9272258.785,-0.5,12:17:50
692452.5045,9272258.785,-0.5,12:17:51
692452.922,9272257.518,-0.5,12:17:52
692452.922,9272257.518,-0.5,12:17:53
692452.922,9272257.518,-0.5,12:17:54
692452.922,9272257.518,-0.5,12:17:55
692453.3432,9272257.306,-0.5,12:17:56
692453.3426,9272257.147,-0.5,12:17:57
692453.3419,9272256.936,-0.5,12:17:58
692453.7619,9272256.408,-0.5,12:17:59
692453.7612,9272256.197,-0.5,12:18:00
692454.1825,9272256.037,-0.5,12:18:01
692454.6006,9272254.928,-0.5,12:18:02
692455.0179,9272253.608,-0.5,12:18:03
692455.0135,9272252.343,-0.5,12:18:04
692455.0096,9272251.235,-0.5,12:18:05
692455.0058,9272250.128,-0.5,12:18:06
692455.0058,9272250.128,-0.5,12:18:07
692454.5728,9272246.965,-0.5,12:18:08
692454.1478,9272246.07,-0.5,12:18:09
692453.3007,9272245.124,-0.5,12:18:10
692452.877,9272244.598,-0.5,12:18:11
692452.875,9272244.018,-0.5,12:18:12
692452.0273,9272242.913,-0.5,12:18:13
692450.7598,9272242.39,-0.5,12:18:14
692449.9135,9272241.655,-0.5,12:18:15
692449.9135,9272241.655,-0.5,12:18:16
692446.1107,9272240.033,-0.5,12:18:17
692444.8438,9272239.669,-0.5,12:18:18
692443.5761,9272239.093,-0.5,12:18:19
692442.3104,9272239.097,-0.5,12:18:20
692441.4641,9272238.362,-0.5,12:18:21
692439.7746,9272237.84,-0.5,12:18:22
692438.5069,9272237.265,-0.5,12:18:23
692437.2394,9272236.742,-0.5,12:18:24
692434.2816,9272235.434,-0.5,12:18:25
692433.0141,9272234.911,-0.5,12:18:26
692431.3239,9272234.178,-0.5,12:18:27
692430.4781,9272233.601,-0.5,12:18:28
692429.2106,9272233.078,-0.5,12:18:29
692428.3648,9272232.501,-0.5,12:18:30
692427.0986,9272232.347,-0.5,12:18:31
692425.8322,9272232.141,-0.5,12:18:32
692425.8322,9272232.141,-0.5,12:18:33
692421.6127,9272231.997,-0.5,12:18:34
692420.3457,9272231.632,-0.5,12:18:35
692418.6594,9272232.007,-0.5,12:18:36
692416.9719,9272232.013,-0.5,12:18:37
692415.7067,9272232.176,-0.5,12:18:38
692414.4424,9272232.55,-0.5,12:18:39
692413.5993,9272232.763,-0.5,12:18:40
692412.7586,9272233.663,-0.5,12:18:41
692410.6538,9272234.989,-0.5,12:18:42
692409.3919,9272236.1,-0.5,12:18:43
692408.9706,9272236.26,-0.5,12:18:44
692408.5507,9272236.842,-0.5,12:18:45
692407.7101,9272237.741,-0.5,12:18:46
692406.8696,9272238.693,-0.5,12:18:47
692406.4528,9272240.171,-0.5,12:18:48
692406.4567,9272241.279,-0.5,12:18:49
692406.4567,9272241.279,-0.5,12:18:50
692405.2044,9272245.133,-0.5,12:18:51
692404.7869,9272246.4,-0.5,12:18:52
692404.7915,9272247.718,-0.5,12:18:53
692405.2191,9272249.352,-0.5,12:18:54
692405.2237,9272250.67,-0.5,12:18:55
692405.2281,9272251.936,-0.5,12:18:56
692405.2314,9272252.885,-0.5,12:18:57
692405.6559,9272253.622,-0.5,12:18:58
692406.0868,9272256.205,-0.5,12:18:59
692406.5125,9272257.31,-0.5,12:19:00
692406.5164,9272258.418,-0.5,12:19:01
692407.3633,9272259.311,-0.5,12:19:02
692407.789,9272260.417,-0.5,12:19:03
692408.6348,9272260.995,-0.5,12:19:04
692409.4817,9272261.888,-0.5,12:19:05
692410.3281,9272262.624,-0.5,12:19:06
692410.3281,9272262.624,-0.5,12:19:07
692413.7084,9272264.088,-0.5,12:19:08
692414.9753,9272264.453,-0.5,12:19:09
692416.2423,9272264.818,-0.5,12:19:10
692417.5098,9272265.341,-0.5,12:19:11
692418.3536,9272265.338,-0.5,12:19:12
692420.0419,9272265.543,-0.5,12:19:13
692421.3076,9272265.539,-0.5,12:19:14
692422.9965,9272265.902,-0.5,12:19:15
692422.9965,9272265.902,-0.5,12:19:16
692427.6365,9272265.675,-0.5,12:19:17
692428.903,9272265.881,-0.5,12:19:18
692430.5898,9272265.664,-0.5,12:19:19
692432.2774,9272265.659,-0.5,12:19:20
692433.9657,9272265.864,-0.5,12:19:21
692435.6532,9272265.858,-0.5,12:19:22
692436.9189,9272265.853,-0.5,12:19:23
692436.9189,9272265.853,-0.5,12:19:24
692440.7185,9272266.578,-0.5,12:19:25
692441.9848,9272266.732,-0.5,12:19:26
692443.6736,9272267.095,-0.5,12:19:27
692444.9393,9272267.091,-0.5,12:19:28
692446.2057,9272267.298,-0.5,12:19:29
692447.4714,9272267.293,-0.5,12:19:30
692448.7376,9272267.447,-0.5,12:19:31
692450.4259,9272267.652,-0.5,12:19:32
692450.4259,9272267.652,-0.5,12:19:33
692454.65,9272269.114,-0.5,12:19:34
692455.4963,9272269.849,-0.5,12:19:35
692456.7646,9272270.583,-0.5,12:19:36
692458.0328,9272271.317,-0.5,12:19:37
692459.7223,9272271.839,-0.5,12:19:38
692460.9912,9272272.783,-0.5,12:19:39
692462.2588,9272273.306,-0.5,12:19:40
692462.2588,9272273.306,-0.5,12:19:41
692465.639,9272274.771,-0.5,12:19:42
692466.4841,9272275.137,-0.5,12:19:43
692467.7498,9272275.133,-0.5,12:19:44
692468.5943,9272275.341,-0.5,12:19:45
692470.2832,9272275.704,-0.5,12:19:46
692471.5501,9272276.069,-0.5,12:19:47
692472.8171,9272276.434,-0.5,12:19:48
692474.0853,9272277.168,-0.5,12:19:49
692474.0853,9272277.168,-0.5,12:19:50
692477.8875,9272278.631,-0.5,12:19:51
692478.7344,9272279.525,-0.5,12:19:52
692479.5802,9272280.102,-0.5,12:19:53
692480.8496,9272281.152,-0.5,12:19:54
692482.1173,9272281.728,-0.5,12:19:55
692483.8067,9272282.249,-0.5,12:19:56
692484.2299,9272282.617,-0.5,12:19:57
692485.0757,9272283.194,-0.5,12:19:58
692486.7664,9272284.085,-0.5,12:19:59
692488.0328,9272284.291,-0.5,12:20:00
692488.8792,9272285.026,-0.5,12:20:01
692490.1461,9272285.391,-0.5,12:20:02
692491.8363,9272286.124,-0.5,12:20:03
692493.1032,9272286.488,-0.5,12:20:04
692494.3715,9272287.222,-0.5,12:20:05
692495.6384,9272287.587,-0.5,12:20:06
692495.6384,9272287.587,-0.5,12:20:07
692499.8618,9272288.838,-0.5,12:20:08
692501.5514,9272289.412,-0.5,12:20:09
692502.8176,9272289.566,-0.5,12:20:10
692503.6627,9272289.932,-0.5,12:20:11
692504.9297,9272290.297,-0.5,12:20:12
692506.1953,9272290.293,-0.5,12:20:13
692507.4605,9272290.13,-0.5,12:20:14
692507.4605,9272290.13,-0.5,12:20:15
692511.2645,9272292.121,-0.5,12:20:16
692512.5289,9272291.747,-0.5,12:20:17
692513.7966,9272292.323,-0.5,12:20:18
692515.486,9272292.844,-1.3,12:20:19
692516.7529,9272293.209,-1.3,12:20:20
692517.5975,9272293.417,-1.3,12:20:21
692518.8631,9272293.413,-1.3,12:20:22
692519.7062,9272293.199,-1.3,12:20:23
