X,Y,Z,tempo
692521.817,9272293.56,-1.4,12:20:24
692523.0834,9272293.767,-1.4,12:20:25
692523.9272,9272293.764,-1.4,12:20:26
692525.1941,9272294.129,-1.4,12:20:27
692525.6166,9272294.286,-1.5,12:20:28
692526.4624,9272294.863,-1.5,12:20:29
692527.7299,9272295.386,-1.5,12:20:30
692528.9981,9272296.12,-1.5,12:20:31
692528.9981,9272296.12,-1.7,12:20:32
692533.2299,9272299.796,-1.7,12:20:33
692534.0763,9272300.532,-1.5,12:20:34
692534.9219,9272301.056,-1.5,12:20:35
692535.7683,9272301.791,-1.6,12:20:36
692537.0365,9272302.525,-1.6,12:20:37
692538.3055,9272303.47,-1.6,12:20:38
692539.9949,9272303.992,-1.6,12:20:39
692539.9949,9272303.992,-1.6,12:20:40
692543.3791,9272306.564,-1.7,12:20:41
692544.2267,9272307.668,-1.7,12:20:42
692545.0769,9272309.511,-1.6,12:20:43
692546.3465,9272310.614,-1.6,12:20:44
692547.6168,9272311.928,-1.6,12:20:45
692548.4644,9272313.033,-1.6,12:20:46
692550.1558,9272314.134,-1.5,12:20:47
692551.0048,9272315.608,-1.5,12:20:48
692551.0048,9272315.608,-1.6,12:20:49
692553.1328,9272320.927,-1.6,12:20:50
692554.4029,9272322.188,-1.6,12:20:51
692555.2525,9272323.873,-1.6,12:20:52
692556.5234,9272325.345,-1.6,12:20:53
692557.7942,9272326.817,-1.7,12:20:54
692558.6431,9272328.291,-1.7,12:20:55
692558.6475,9272329.556,-1.7,12:20:56
692559.4972,9272331.241,-1.7,12:20:57
692559.4972,9272331.241,-1.9,12:20:58
692560.3583,9272336.195,-1.9,12:20:59
692560.7848,9272337.512,-1.8,12:21:00
692561.2123,9272339.146,-1.8,12:21:01
692562.0626,9272340.988,-1.9,12:21:02
692562.9128,9272342.831,-1.9,12:21:03
692563.3404,9272344.464,-1.8,12:21:04
692562.9256,9272346.523,-1.8,12:21:05
692562.9256,9272346.523,-1.8,12:21:06
692563.7931,9272353.323,-1.8,12:21:07
692564.2227,9272355.536,-1.8,12:21:08
692564.2305,9272357.751,-1.7,12:21:09
692564.6588,9272359.595,-1.7,12:21:10
692564.6658,9272361.599,-1.8,12:21:11
692564.6735,9272363.814,-1.8,12:21:12
692564.6819,9272366.24,-1.7,12:21:13
692564.6909,9272368.824,-1.7,12:21:14
692564.6909,9272368.824,-1.7,12:21:15
692565.1334,9272374.729,-1.7,12:21:16
692564.7185,9272376.734,-1.6,12:21:17
692565.1455,9272378.209,-1.6,12:21:18
692565.15,9272379.475,-1.6,12:21:19
692565.1551,9272380.952,-1.6,12:21:20
692564.7378,9272382.272,-1.6,12:21:21
692564.7409,9272383.168,-1.6,12:21:22
692564.7409,9272383.168,-1.6,12:21:23
692563.4868,9272386.495,-1.6,12:21:24
692563.0695,9272387.815,-1.6,12:21:25
692562.6515,9272388.924,-1.6,12:21:26
692562.234,9272390.191,-1.6,12:21:27
692561.816,9272391.3,-1.5,12:21:28
692561.3979,9272392.409,-1.5,12:21:29
692560.5587,9272393.73,-1.5,12:21:30
692560.1412,9272394.997,-1.5,12:21:31
692560.1412,9272394.997,-1.4,12:21:32
692558.8877,9272398.482,-1.4,12:21:33
692558.4697,9272399.591,-1.5,12:21:34
692557.6305,9272400.912,-1.5,12:21:35
692555.9473,9272402.184,-1.4,12:21:36
692555.53,9272403.504,-1.4,12:21:37
692554.6919,9272405.141,-1.4,12:21:38
692553.4321,9272406.833,-1.3,12:21:39
692552.5927,9272408.102,-1.3,12:21:40
692550.9129,9272410.323,-1.2,12:21:41
692550.4935,9272411.062,-1.2,12:21:42
692549.233,9272412.543,-1.1,12:21:43
692548.8144,9272413.494,-1.1,12:21:44
692547.5506,9272414.026,-1,12:21:45
692546.7101,9272414.978,-1,12:21:46
692546.2908,9272415.718,-0.9,12:21:47
692545.8733,9272416.985,-0.9,12:21:48
692545.8733,9272416.985,-1,12:21:49
692543.3535,9272420.316,-1,12:21:50
692542.936,9272421.583,-0.8,12:21:51
692542.0961,9272422.694,-0.8,12:21:52
692541.6788,9272424.014,-0.8,12:21:53
692539.995,9272425.127,-0.7,12:21:54
692538.7325,9272426.028,-0.7,12:21:55
692537.892,9272426.98,-0.7,12:21:56
692537.0513,9272427.879,-0.7,12:21:57
692537.0513,9272427.879,-0.6,12:21:58
692535.3774,9272431.788,-0.6,12:21:59
692534.5393,9272433.426,-0.6,12:22:00
692534.5431,9272434.533,-0.6,12:22:01
692533.7037,9272435.802,-0.5,12:22:02
692532.8645,9272437.123,-0.5,12:22:03
692532.869,9272438.389,-0.5,12:22:04
692532.4516,9272439.708,-0.5,12:22:05
692532.4516,9272439.708,-0.5,12:22:06
692531.6226,9272443.93,-0.5,12:22:07
692531.2058,9272445.408,-0.5,12:22:08
692531.2084,9272446.147,-0.5,12:22:09
692531.213,9272447.465,-0.5,12:22:10
692531.2168,9272448.572,-0.5,12:22:11
692530.3774,9272449.841,-0.5,12:22:12
692530.3808,9272450.79,-0.5,12:22:13
692530.8065,9272451.896,-0.5,12:22:14
692530.8065,9272451.896,-0.5,12:22:15
692531.2418,9272455.744,-0.5,12:22:16
692531.2462,9272457.01,-0.5,12:22:17
692531.6733,9272458.485,-0.5,12:22:18
692531.2578,9272460.332,-0.5,12:22:19
692531.2629,9272461.809,-0.5,12:22:20
692531.2662,9272462.758,-0.5,12:22:21
692530.8488,9272464.025,-0.5,12:22:22
692530.4315,9272465.345,-0.5,12:22:23
692530.0173,9272467.562,-0.5,12:22:24
692529.5992,9272468.671,-0.5,12:22:25
692529.1812,9272469.78,-0.5,12:22:26
692529.1843,9272470.676,-0.5,12:22:27
692528.3451,9272471.997,-0.5,12:22:28
692527.0826,9272472.898,-0.5,12:22:29
692526.6627,9272473.48,-0.5,12:22:30
692526.2434,9272474.22,-0.5,12:22:31
692526.2434,9272474.22,-0.5,12:22:32
692523.7164,9272475.494,-0.5,12:22:33
692522.8732,9272475.655,-0.5,12:22:34
692522.0275,9272475.131,-0.5,12:22:35
692520.7619,9272475.135,-0.5,12:22:36
692519.9173,9272474.927,-0.5,12:22:37
692519.4931,9272474.243,-0.5,12:22:38
692518.648,9272473.877,-0.5,12:22:39
692518.2241,9272473.298,-0.5,12:22:40
692518.2241,9272473.298,-0.5,12:22:41
692516.954,9272472.037,-0.5,12:22:42
692516.5308,9272471.669,-0.5,12:22:43
692516.5288,9272471.089,-0.5,12:22:44
692516.5275,9272470.72,-0.5,12:22:45
692516.5269,9272470.562,-0.5,12:22:46
692516.105,9272470.563,-0.5,12:22:47
692516.1043,9272470.352,-0.5,12:22:48
692516.103,9272469.983,-0.5,12:22:49
692515.6798,9272469.616,-0.5,12:22:50
692515.6793,9272469.457,-0.5,12:22:51
692515.6793,9272469.457,-0.5,12:22:52
692515.6793,9272469.457,-0.5,12:22:53
692515.6793,9272469.457,-0.5,12:22:54
692515.6793,9272469.457,-0.5,12:22:55
692515.6793,9272469.457,-0.5,12:22:56
692515.6793,9272469.457,-0.5,12:22:57
692515.6793,9272469.457,-0.5,12:22:58
692515.6793,9272469.457,-0.5,12:22:59
692515.6793,9272469.457,-0.5,12:23:00
692515.6793,9272469.457,-0.5,12:23:01
692515.6793,9272469.457,-0.5,12:23:02
692515.6793,9272469.457,-0.5,12:23:03
692515.6793,9272469.457,-0.5,12:23:04
692515.6793,9272469.457,-0.5,12:23:05
692515.6793,9272469.457,-0.5,12:23:06
692515.6793,9272469.457,-0.5,12:23:07
692515.6793,9272469.457,-0.5,12:23:08
692515.6793,9272469.457,-0.5,12:23:09
692515.6793,9272469.457,-0.5,12:23:10
692515.6793,9272469.457,-0.5,12:23:11
692515.6793,9272469.457,-0.5,12:23:12
692515.6793,9272469.457,-0.5,12:23:13
692515.6793,9272469.457,-0.5,12:23:14
692515.6793,9272469.457,-0.5,12:23:15
692515.6793,9272469.457,-0.5,12:23:16
692515.6793,9272469.457,-0.5,12:23:17
692515.6793,9272469.457,-0.5,12:23:18
692515.6793,9272469.457,-0.5,12:23:19
692515.6793,9272469.457,-0.5,12:23:20
692515.6793,9272469.457,-0.5,12:23:21
692515.6793,9272469.457,-0.5,12:23:22
692515.6793,9272469.457,-0.5,12:23:23
692516.094,9272467.399,-0.5,12:23:24
692516.094,9272467.399,-0.5,12:23:25
692516.0935,9272467.241,-0.5,12:23:26
692516.5154,9272467.24,-0.5,12:23:27
692516.5154,9272467.24,-0.5,12:23:28
692516.5154,9272467.24,-0.5,12:23:29
692516.5154,9272467.24,-0.5,12:23:30
692516.5146,9272467.029,-0.5,12:23:31
692516.5146,9272467.029,-0.5,12:23:32
692517.3558,9272466.287,-0.5,12:23:33
692517.7759,9272465.759,-0.5,12:23:34
692519.039,9272465.016,-0.5,12:23:35
692519.8802,9272464.275,-0.5,12:23:36
692520.7214,9272463.533,-0.5,12:23:37
692521.5627,9272462.792,-0.5,12:23:38
692521.9807,9272461.683,-0.5,12:23:39
692521.9807,9272461.683,-0.5,12:23:40
692524.4985,9272457.772,-0.5,12:23:41
692525.7603,9272456.66,-0.5,12:23:42
692526.1778,9272455.393,-0.5,12:23:43
692527.4391,9272454.123,-0.5,12:23:44
692528.7009,9272453.011,-0.5,12:23:45
692529.962,9272451.688,-0.5,12:23:46
692530.8001,9272450.051,-0.5,12:23:47
692532.0619,9272448.939,-0.5,12:23:48
692532.0619,9272448.939,-0.5,12:23:49
692535.426,9272445.763,-0.5,12:23:50
692535.8441,9272444.654,-0.5,12:23:51
692537.1059,9272443.542,-0.5,12:23:52
692537.5247,9272442.644,-0.5,12:23:53
692538.7878,9272441.901,-0.5,12:23:54
692540.0502,9272440.948,-0.5,12:23:55
692540.8914,9272440.206,-0.5,12:23:56
692542.1558,9272439.833,-0.5,12:23:57
692544.6846,9272439.086,-0.5,12:23:58
692545.949,9272438.712,-0.5,12:23:59
692547.2141,9272438.55,-0.5,12:24:00
692547.636,9272438.548,-0.5,12:24:01
692548.4798,9272438.545,-0.5,12:24:02
692549.7442,9272438.172,-0.5,12:24:03
692550.5872,9272437.958,-0.5,12:24:04
692552.273,9272437.424,-0.5,12:24:05
692552.273,9272437.424,-0.5,12:24:06
692556.0662,9272436.304,-0.5,12:24:07
692556.4873,9272436.091,-0.5,12:24:08
692558.1743,9272435.927,-0.5,12:24:09
692559.4375,9272435.185,-0.5,12:24:10
692560.7026,9272435.022,-0.5,12:24:11
692561.9675,9272434.807,-0.5,12:24:12
692563.6546,9272434.642,-0.5,12:24:13
692565.3414,9272434.426,-0.5,12:24:14
692567.4496,9272434.049,-0.5,12:24:15
692568.7147,9272433.887,-0.5,12:24:16
692569.9791,9272433.513,-0.5,12:24:17
692570.8222,9272433.299,-0.5,12:24:18
692572.0853,9272432.556,-0.5,12:24:19
692573.3504,9272432.394,-0.5,12:24:20
692573.7697,9272431.654,-0.5,12:24:21
692574.1903,9272431.283,-0.5,12:24:22
692574.1903,9272431.283,-0.5,12:24:23
692574.1891,9272430.914,-0.5,12:24:24
692574.1883,9272430.703,-0.5,12:24:25
692574.6102,9272430.702,-0.5,12:24:26
692574.6097,9272430.544,-0.5,12:24:27
692574.1878,9272430.545,-0.5,12:24:28
692573.7664,9272430.705,-0.5,12:24:29
692573.7664,9272430.705,-0.5,12:24:30
692573.7664,9272430.705,-0.5,12:24:31
692573.7664,9272430.705,-0.5,12:24:32
692573.7664,9272430.705,-0.5,12:24:33
692573.7664,9272430.705,-0.5,12:24:34
692573.7664,9272430.705,-0.5,12:24:35
692573.7664,9272430.705,-0.5,12:24:36
692573.7664,9272430.705,-0.5,12:24:37
692573.7664,9272430.705,-0.5,12:24:38
692573.7664,9272430.705,-0.5,12:24:39
692573.7664,9272430.705,-0.5,12:24:40
692573.7664,9272430.705,-0.5,12:24:41
692573.7664,9272430.705,-0.5,12:24:42
692573.7664,9272430.705,-0.5,12:24:43
692573.7664,9272430.705,-0.5,12:24:44
692573.7664,9272430.705,-0.5,12:24:45
692573.7664,9272430.705,-0.5,12:24:46
692573.7664,9272430.705,-0.5,12:24:47
692573.7664,9272430.705,-0.5,12:24:48
692573.7664,9272430.705,-0.5,12:24:49
692573.7664,9272430.705,-0.5,12:24:50
692573.7664,9272430.705,-0.5,12:24:51
692573.7664,9272430.705,-0.5,12:24:52
692573.7664,9272430.705,-0.5,12:24:53
692573.7664,9272430.705,-0.5,12:24:54
692573.7664,9272430.705,-0.5,12:24:55
692573.7664,9272430.705,-0.5,12:24:56
692573.7664,9272430.705,-0.5,12:24:57
692573.7664,9272430.705,-0.5,12:24:58
692573.7664,9272430.705,-0.5,12:24:59
692573.7664,9272430.705,-0.5,12:25:00
692573.7664,9272430.705,-0.5,12:25:01
692573.7664,9272430.705,-0.5,12:25:02
692573.7664,9272430.705,-0.5,12:25:03
692573.7664,9272430.705,-0.5,12:25:04
692573.7664,9272430.705,-0.5,12:25:05
692573.7664,9272430.705,-0.5,12:25:06
692573.7664,9272430.705,-0.5,12:25:07
692573.7664,9272430.705,-0.5,12:25:08
692573.7664,9272430.705,-0.5,12:25:09
692573.7664,9272430.705,-0.5,12:25:10
692573.7664,9272430.705,-0.5,12:25:11
692573.7664,9272430.705,-0.5,12:25:12
692573.7664,9272430.705,-0.5,12:25:13
692573.7664,9272430.705,-0.5,12:25:14
692573.7664,9272430.705,-0.5,12:25:15
692573.7664,9272430.705,-0.5,12:25:16
692573.7664,9272430.705,-0.5,12:25:17
692573.7664,9272430.705,-0.5,12:25:18
692573.7664,9272430.705,-0.5,12:25:19
692573.7664,9272430.705,-0.5,12:25:20
692573.7664,9272430.705,-0.5,12:25:21
692573.7664,9272430.705,-0.5,12:25:22
692575.027,9272429.224,-0.5,12:25:23
692575.027,9272429.224,-0.5,12:25:24
692575.027,9272429.224,-0.5,12:25:25
692575.0264,9272429.066,-0.5,12:25:26
692575.0264,9272429.066,-0.5,12:25:27
692575.0257,9272428.855,-0.5,12:25:28
692575.0257,9272428.855,-0.5,12:25:29
692575.0251,9272428.696,-0.5,12:25:30
692575.0251,9272428.696,-0.5,12:25:31
692575.0251,9272428.696,-0.5,12:25:32
692575.0251,9272428.696,-0.5,12:25:33
692575.0251,9272428.696,-0.5,12:25:34
692575.0251,9272428.696,-0.5,12:25:35
692575.0251,9272428.696,-0.5,12:25:36
692575.0251,9272428.696,-0.5,12:25:37
692575.0251,9272428.696,-0.5,12:25:38
692575.0251,9272428.696,-0.5,12:25:39
692575.0251,9272428.696,-0.5,12:25:40
692575.0251,9272428.696,-0.5,12:25:41
692575.0251,9272428.696,-0.5,12:25:42
692575.0251,9272428.696,-0.5,12:25:43
692575.0251,9272428.696,-0.5,12:25:44
692575.0251,9272428.696,-0.5,12:25:45
692575.0251,9272428.696,-0.5,12:25:46
692575.0251,9272428.696,-0.5,12:25:47
692575.0251,9272428.696,-0.5,12:25:48
692575.0251,9272428.696,-0.5,12:25:49
692575.0251,9272428.696,-0.5,12:25:50
692575.0251,9272428.696,-0.5,12:25:51
692575.0251,9272428.696,-0.5,12:25:52
692575.0251,9272428.696,-0.5,12:25:53
692575.0251,9272428.696,-0.5,12:25:54
692575.0251,9272428.696,-0.5,12:25:55
692575.0251,9272428.696,-0.5,12:25:56
692575.0251,9272428.696,-0.5,12:25:57
692575.0251,9272428.696,-0.5,12:25:58
692575.0251,9272428.696,-0.5,12:25:59
692575.0251,9272428.696,-0.5,12:26:00
692576.2792,9272425.37,-0.5,12:26:01
692576.2792,9272425.37,-0.5,12:26:02
692576.2785,9272425.159,-0.5,12:26:03
692576.278,9272425.0,-0.5,12:26:04
692576.278,9272425.0,-0.5,12:26:05
692576.2759,9272424.42,-0.5,12:26:06
692576.2754,9272424.262,-0.5,12:26:07
692576.2715,9272423.155,-0.5,12:26:08
692576.6896,9272422.046,-0.5,12:26:09
692577.1063,9272420.568,-0.5,12:26:10
692577.5236,9272419.248,-0.5,12:26:11
692577.5185,9272417.771,-0.5,12:26:12
692577.9352,9272416.293,-0.5,12:26:13
692577.9352,9272416.293,-0.5,12:26:14
692578.3398,9272411.335,-0.5,12:26:15
692578.7553,9272409.487,-0.5,12:26:16
692579.5895,9272406.742,-0.5,12:26:17
692580.4249,9272404.313,-0.5,12:26:18
692580.8398,9272402.308,-0.5,12:26:19
692580.8333,9272400.462,-0.5,12:26:20
692580.8282,9272398.986,-0.5,12:26:21
692580.8282,9272398.986,-0.5,12:26:22
692581.2341,9272394.396,-0.5,12:26:23
692581.229,9272392.92,-0.5,12:26:24
692581.645,9272391.231,-0.5,12:26:25
692582.0617,9272389.752,-0.5,12:26:26
692582.056,9272388.118,-0.5,12:26:27
692582.0502,9272386.43,-0.5,12:26:28
692582.045,9272384.953,-0.5,12:26:29
692582.0419,9272384.057,-0.5,12:26:30
692582.0419,9272384.057,-0.5,12:26:31
692582.4573,9272382.21,-0.5,12:26:32
692582.4566,9272381.999,-0.5,12:26:33
692582.4566,9272381.999,-0.5,12:26:34
692583.2998,9272381.838,-0.5,12:26:35
692583.2998,9272381.838,-0.5,12:26:36
692582.8772,9272381.628,-0.5,12:26:37
692582.8767,9272381.47,-0.5,12:26:38
692582.8772,9272381.628,-0.5,12:26:39
692582.8772,9272381.628,-0.5,12:26:40
692582.8772,9272381.628,-0.5,12:26:41
692582.8772,9272381.628,-0.5,12:26:42
692582.8772,9272381.628,-0.5,12:26:43
692582.8772,9272381.628,-0.5,12:26:44
692582.8772,9272381.628,-0.5,12:26:45
692582.8772,9272381.628,-0.5,12:26:46
692582.8772,9272381.628,-0.5,12:26:47
692582.8772,9272381.628,-0.5,12:26:48
692582.8772,9272381.628,-0.5,12:26:49
692582.8772,9272381.628,-0.5,12:26:50
692582.8772,9272381.628,-0.5,12:26:51
692582.8772,9272381.628,-0.5,12:26:52
692582.8772,9272381.628,-0.5,12:26:53
692582.8772,9272381.628,-0.5,12:26:54
692582.8772,9272381.628,-0.5,12:26:55
692582.8772,9272381.628,-0.5,12:26:56
692582.8772,9272381.628,-0.5,12:26:57
692582.4535,9272381.102,-0.5,12:26:58
692582.4528,9272380.891,-0.5,12:26:59
692582.4528,9272380.891,-0.5,12:27:00
692582.4522,9272380.733,-0.5,12:27:01
692582.4522,9272380.733,-0.5,12:27:02
692582.4515,9272380.522,-0.5,12:27:03
692582.4515,9272380.522,-0.5,12:27:04
692582.4515,9272380.522,-0.5,12:27:05
692582.4509,9272380.364,-0.5,12:27:06
692582.4509,9272380.364,-0.5,12:27:07
692582.4509,9272380.364,-0.5,12:27:08
692582.4509,9272380.364,-0.5,12:27:09
692582.4509,9272380.364,-0.5,12:27:10
692582.4509,9272380.364,-0.5,12:27:11
692582.4509,9272380.364,-0.5,12:27:12
692582.4509,9272380.364,-0.5,12:27:13
692582.4509,9272380.364,-0.5,12:27:14
692582.4509,9272380.364,-0.5,12:27:15
692582.4509,9272380.364,-0.5,12:27:16
692582.4509,9272380.364,-0.5,12:27:17
692582.4509,9272380.364,-0.5,12:27:18
692582.4509,9272380.364,-0.5,12:27:19
692582.4509,9272380.364,-0.5,12:27:20
692582.4509,9272380.364,-0.5,12:27:21
692582.4509,9272380.364,-0.5,12:27:22
692582.4509,9272380.364,-0.5,12:27:23
692582.4509,9272380.364,-0.5,12:27:24
692582.4509,9272380.364,-0.5,12:27:25
692582.4509,9272380.364,-0.5,12:27:26
692582.4509,9272380.364,-0.5,12:27:27
692582.4509,9272380.364,-0.5,12:27:28
692582.4509,9272380.364,-0.5,12:27:29
692582.4509,9272380.364,-0.5,12:27:30
692582.4509,9272380.364,-0.5,12:27:31
692582.8599,9272376.671,-0.5,12:27:32
692582.8599,9272376.671,-0.5,12:27:33
692582.8599,9272376.671,-0.5,12:27:34
692582.8594,9272376.513,-0.5,12:27:35
692582.8587,9272376.302,-0.5,12:27:36
692582.8587,9272376.302,-0.5,12:27:37
692582.8581,9272376.144,-0.5,12:27:38
692582.8581,9272376.144,-0.5,12:27:39
692583.2787,9272375.773,-0.5,12:27:40
692583.698,9272375.033,-0.5,12:27:41
692583.6934,9272373.715,-0.5,12:27:42
692584.1122,9272372.817,-0.5,12:27:43
692584.1071,9272371.34,-0.5,12:27:44
692584.5244,9272370.02,-0.5,12:27:45
692584.5187,9272368.386,-0.5,12:27:46
692584.5187,9272368.386,-1.6,12:27:47
692585.3457,9272363.584,-1.6,12:27:48
692585.3399,9272361.896,-1.6,12:27:49
692585.7566,9272360.418,-1.6,12:27:50
692586.1728,9272358.782,-1.6,12:27:51
692586.1664,9272356.936,-1.6,12:27:52
692586.1599,9272355.09,-1.6,12:27:53
692585.7323,9272353.457,-1.7,12:27:54
692585.7265,9272351.77,-1.7,12:27:55
692585.7265,9272351.77,-1.8,12:27:56
692585.2873,9272346.814,-1.8,12:27:57
692585.2814,9272345.126,-1.8,12:27:58
692585.2763,9272343.65,-1.8,12:27:59
692585.2711,9272342.173,-1.9,12:28:00
692585.266,9272340.696,-1.9,12:28:01
692585.2608,9272339.22,-1.8,12:28:02
692585.2559,9272337.796,-1.8,12:28:03
692585.2559,9272337.796,-2,12:28:04
692582.2409,9272320.087,-2.1,12:28:05
692582.2409,9272320.087,-2.1,12:28:06
692581.8048,9272316.028,-2.1,12:28:07
692581.7997,9272314.551,-2.1,12:28:08
692581.7958,9272313.444,-2.1,12:28:09
692581.7914,9272312.178,-2.1,12:28:10
692581.3649,9272310.861,-2.1,12:28:11
692580.9386,9272309.597,-2.2,12:28:12
692580.934,9272308.279,-2.2,12:28:13
692580.9296,9272307.013,-2.1,12:28:14
692580.9296,9272307.013,-2.1,12:28:15
692580.0722,9272303.114,-2.3,12:28:16
692579.6459,9272301.849,-2.3,12:28:17
692579.6408,9272300.373,-2.2,12:28:18
692579.6364,9272299.107,-2.2,12:28:19
692579.2099,9272297.79,-2.1,12:28:20
692578.7836,9272296.526,-2.1,12:28:21
692578.3578,9272295.42,-2.1,12:28:22
692577.9321,9272294.314,-2.1,12:28:23
692577.5017,9272291.89,-2.1,12:28:24
692577.4966,9272290.413,-2.1,12:28:25
692577.0708,9272289.307,-2.1,12:28:26
692577.0664,9272288.041,-2.2,12:28:27
692576.6399,9272286.725,-2.2,12:28:28
692576.6348,9272285.248,-2.2,12:28:29
692576.2085,9272283.984,-2.2,12:28:30
692576.2046,9272282.876,-2.2,12:28:31
692576.2046,9272282.876,-2.2,12:28:32
692575.7693,9272279.028,-2.3,12:28:33
692575.7642,9272277.552,-2.3,12:28:34
692573.1852,9272263.902,-2.2,12:28:35
692573.1852,9272263.902,-2.1,12:28:36
692572.7499,9272260.054,-2.1,12:28:37
692572.3234,9272258.737,-2.1,12:28:38
692572.319,9272257.471,-2.1,12:28:39
692571.8925,9272256.154,-2.1,12:28:40
692571.8886,9272255.047,-2,12:28:41
692571.4623,9272253.782,-2,12:28:42
692571.4577,9272252.464,-1.9,12:28:43
692571.8752,9272251.197,-1.9,12:28:44
692571.8662,9272248.613,-1.9,12:28:45
692571.8624,9272247.505,-1.9,12:28:46
692571.8578,9272246.187,-2,12:28:47
692572.2753,9272244.92,-2,12:28:48
692573.1157,9272243.968,-2,12:28:49
692573.1126,9272243.071,-2,12:28:50
692573.5312,9272242.12,-1.9,12:28:51
692573.9505,9272241.381,-1.9,12:28:52
692573.9505,9272241.381,-1.9,12:28:53
692574.786,9272239.005,-2,12:28:54
692575.2053,9272238.265,-2,12:28:55
692575.6247,9272237.525,-2,12:28:56
692575.6234,9272237.156,-2,12:28:57
692575.6195,9272236.049,-2.1,12:28:58
692575.1951,9272235.312,-2.1,12:28:59
692575.1925,9272234.573,-2,12:29:00
692574.7688,9272234.048,-2,12:29:01
692574.3423,9272232.731,-1.9,12:29:02
692574.7616,9272231.991,-1.9,12:29:03
692575.1809,9272231.251,-2.1,12:29:04
692574.7564,9272230.514,-2.1,12:29:05
692574.7539,9272229.776,-2.1,12:29:06
692575.5945,9272228.876,-2.1,12:29:07
692575.5907,9272227.769,-2.1,12:29:08
692575.5868,9272226.662,-2.1,12:29:09
692575.5868,9272226.662,-2.1,12:29:10
692575.9964,9272223.127,-2.2,12:29:11
692576.4144,9272222.018,-2.2,12:29:12
692575.9901,9272221.334,-2,12:29:13
692576.8293,9272220.012,-2,12:29:14
692576.8262,9272219.116,-1.9,12:29:15
692577.2468,9272218.745,-1.9,12:29:16
692577.2435,9272217.796,-1.8,12:29:17
692577.2435,9272217.796,-1.8,12:29:18
692577.2435,9272217.796,-1.6,12:29:19
692577.2352,9272215.423,-1.6,12:29:20
692577.2327,9272214.685,-1.5,12:29:21
692577.2306,9272214.105,-1.5,12:29:22
692577.2275,9272213.208,-1.5,12:29:23
692577.2249,9272212.47,-1.5,12:29:24
692577.6443,9272211.73,-1.5,12:29:25
692577.6417,9272210.992,-1.4,12:29:26
692577.6417,9272210.992,-1.4,12:29:27
692577.6332,9272208.566,-1.4,12:29:28
692578.4726,9272207.297,-1.4,12:29:29
692578.8919,9272206.558,-1.4,12:29:30
692578.8899,9272205.977,-1.4,12:29:31
692579.3087,9272205.079,-1.3,12:29:32
692579.3066,9272204.499,-1.3,12:29:33
692579.3054,9272204.13,-1.5,12:29:34
692579.3054,9272204.13,-1.5,12:29:35
692579.3048,9272203.972,-1.3,12:29:36
692579.3048,9272203.972,-1.3,12:29:37
692579.3048,9272203.972,-1.3,12:29:38
692579.3048,9272203.972,-1.3,12:29:39
692579.3041,9272203.761,-1.3,12:29:40
692578.8816,9272203.604,-1.3,12:29:41
692578.8809,9272203.393,-1.3,12:29:42
692578.8809,9272203.393,-1.2,12:29:43
692579.7247,9272203.39,-1.2,12:29:44
692579.7241,9272203.232,-1.1,12:29:45
692579.7234,9272203.021,-1.1,12:29:46
692580.144,9272202.651,-1,12:29:47
692579.7221,9272202.652,-1,12:29:48
692579.721,9272202.336,-1.1,12:29:49
692580.1422,9272202.123,-1.1,12:29:50
692579.7197,9272201.967,-1.1,12:29:51
692579.7197,9272201.967,-1.1,12:29:52
692580.1383,9272201.016,-1.1,12:29:53
692580.1383,9272201.016,-1.1,12:29:54
692580.1383,9272201.016,-1.1,12:29:55
692580.1377,9272200.858,-1.1,12:29:56
692580.1377,9272200.858,-1.1,12:29:57
692580.1377,9272200.858,-1.1,12:29:58
692580.1377,9272200.858,-1.1,12:29:59
692580.1377,9272200.858,-1.1,12:30:00
692580.1377,9272200.858,-1.1,12:30:01
692580.5596,9272200.856,-1.1,12:30:02
692580.5602,9272201.014,-1.1,12:30:03
692580.5602,9272201.014,-1.4,12:30:04
692580.5602,9272201.014,-1.4,12:30:05
692580.5602,9272201.014,-1.3,12:30:06
692580.5602,9272201.014,-1.3,12:30:07
692580.5596,9272200.856,-1.2,12:30:08
692580.5596,9272200.856,-1.2,12:30:09
692580.5596,9272200.856,-1.1,12:30:10
692580.5596,9272200.856,-1.1,12:30:11
692580.5602,9272201.014,-1,12:30:12
692580.5602,9272201.014,-1,12:30:13
692580.5596,9272200.856,-0.7,12:30:14
692580.5596,9272200.856,-0.7,12:30:15
692580.5576,9272200.276,-0.7,12:30:16
692580.5576,9272200.276,-0.5,12:30:17
692580.5576,9272200.276,-0.5,12:30:18
692580.5545,9272199.38,-0.5,12:30:19
692580.9764,9272199.378,-0.5,12:30:20
692580.9764,9272199.378,-0.5,12:30:21
692580.9757,9272199.167,-0.5,12:30:22
692580.9757,9272199.167,-0.5,12:30:23
692580.9757,9272199.167,-0.5,12:30:24
692580.9757,9272199.167,-0.5,12:30:25
692580.9757,9272199.167,-0.5,12:30:26
692580.5545,9272199.38,-0.5,12:30:27
692580.1326,9272199.381,-0.5,12:30:28
692580.1332,9272199.539,-0.5,12:30:29
692580.1332,9272199.539,-0.5,12:30:30
692580.1339,9272199.75,-1.3,12:30:31
692580.1339,9272199.75,-1.3,12:30:32
692580.1344,9272199.908,-1.3,12:30:33
692580.1377,9272200.858,-1.4,12:30:34
