X,Y,Z,tempo,altura_mare,profundidade_corrigida
692425.8713,9272243.373,-0.7,12:16:32,0.2,-0.5
692424.1806,9272242.483,-0.7,12:16:33,0.3,-0.4
692424.1806,9272242.483,-0.7,12:16:34,0.3,-0.4
692420.3758,9272240.281,-0.7,12:16:35,0.3,-0.4
692419.1089,9272239.916,-0.7,12:16:36,0.4,-0.3
692417.8427,9272239.763,-0.7,12:16:37,0.1,-0.6
692416.5762,9272239.556,-0.7,12:16:38,0.3,-0.4
692414.8887,9272239.562,-0.6,12:16:39,0.3,-0.3
692413.6224,9272239.408,-0.6,12:16:40,0.3,-0.3
692412.3568,9272239.413,-0.5,12:16:41,0.4,-0.1
692410.6697,9272239.577,-0.5,12:16:42,0.3,-0.2
692408.1417,9272240.535,-0.5,12:16:43,0.3,-0.2
692406.456,9272241.068,-0.5,12:16:44,0.4,-0.1
692404.7715,9272241.97,-0.5,12:16:45,0.3,-0.2
692403.5084,9272242.713,-0.5,12:16:46,0.4,-0.1
692402.2453,9272243.456,-0.5,12:16:47,0.2,-0.3
692401.8273,9272244.565,-0.5,12:16:48,0.4,-0.1
692400.1443,9272245.889,-0.5,12:16:49,0.4,-0.1
692399.3023,9272246.419,-0.5,12:16:50,0.2,-0.3
692399.3023,9272246.419,-0.5,12:16:51,0.1,-0.4
692396.3632,9272250.49,-0.5,12:16:52,0.3,-0.2
692396.3678,9272251.809,-0.5,12:16:53,0.3,-0.2
692396.3722,9272253.074,-0.5,12:16:54,0.4,-0.1
692396.3761,9272254.182,-0.5,12:16:55,0.2,-0.3
692395.9593,9272255.66,-0.5,12:16:56,0.4,-0.1
692395.9639,9272256.978,-0.5,12:16:57,0.4,-0.1
692395.9683,9272258.244,-0.5,12:16:58,0.3,-0.2
692395.9683,9272258.244,-0.5,12:16:59,0.3,-0.2
692395.1367,9272261.727,-0.5,12:17:00,0.3,-0.2
692395.5631,9272263.044,-0.5,12:17:01,0.4,-0.1
692395.9902,9272264.519,-0.5,12:17:02,0.1,-0.4
692396.4152,9272265.414,-0.5,12:17:03,0.4,-0.1
692396.4198,9272266.733,-0.5,12:17:04,0.4,-0.1
692397.2667,9272267.626,-0.5,12:17:05,0.4,-0.1
692398.5357,9272268.571,-0.5,12:17:06,0.2,-0.3
692398.9607,9272269.466,-0.5,12:17:07,0.3,-0.2
692398.9607,9272269.466,-0.5,12:17:08,0.3,-0.2
692402.7636,9272271.14,-0.5,12:17:09,0.1,-0.4
692404.0298,9272271.294,-0.5,12:17:10,0.3,-0.2
692405.7187,9272271.658,-0.5,12:17:11,0.3,-0.2
692406.9838,9272271.495,-0.5,12:17:12,0.2,-0.3
692408.25,9272271.649,-0.5,12:17:13,0.4,-0.1
692409.5157,9272271.644,-0.5,12:17:14,0.4,-0.1
692410.7808,9272271.482,-0.5,12:17:15,0.4,-0.1
692412.0458,9272271.266,-0.5,12:17:16,0.3,-0.2
692414.9978,9272270.887,-0.5,12:17:17,0.4,-0.1
692416.2616,9272270.355,-0.5,12:17:18,0.3,-0.2
692417.9484,9272270.138,-0.5,12:17:19,0.2,-0.3
692419.2128,9272269.765,-0.5,12:17:20,0.3,-0.2
692420.8986,9272269.232,-0.5,12:17:21,0.4,-0.1
692422.1635,9272269.016,-0.5,12:17:22,0.2,-0.3
692423.8498,9272268.641,-0.5,12:17:23,0.4,-0.1
692425.1142,9272268.268,-0.5,12:17:24,0.3,-0.2
692425.1142,9272268.268,-0.5,12:17:25,0.2,-0.3
692429.7524,9272267.513,-0.5,12:17:26,0.2,-0.3
692431.0188,9272267.72,-0.5,12:17:27,0.3,-0.2
692432.7064,9272267.714,-0.5,12:17:28,0.3,-0.2
692433.552,9272268.238,-0.5,12:17:29,0.4,-0.1
692435.2396,9272268.232,-0.5,12:17:30,0.4,-0.1
692436.9259,9272267.857,-0.5,12:17:31,0.4,-0.1
692438.6129,9272267.693,-0.5,12:17:32,0.3,-0.2
692440.3005,9272267.687,-0.5,12:17:33,0.3,-0.2
692440.3005,9272267.687,-0.5,12:17:34,0.4,-0.1
692444.5148,9272266.354,-0.5,12:17:35,0.4,-0.1
692445.7779,9272265.611,-0.5,12:17:36,0.3,-0.2
692446.6204,9272265.239,-0.5,12:17:37,0.3,-0.2
692447.4616,9272264.498,-0.5,12:17:38,0.4,-0.1
692447.8823,9272264.128,-0.5,12:17:39,0.4,-0.1
692448.7235,9272263.386,-0.5,12:17:40,0.4,-0.1
692449.1441,9272263.016,-0.5,12:17:41,0.3,-0.2
692449.1441,9272263.016,-0.5,12:17:42,0.4,-0.1
692450.4041,9272261.376,-0.5,12:17:43,0.2,-0.3
692450.4028,9272261.007,-0.5,12:17:44,0.4,-0.1
692450.8228,9272260.479,-0.5,12:17:45,0.2,-0.3
692451.2427,9272259.897,-0.5,12:17:46,0.3,-0.2
692451.6633,9272259.526,-0.5,12:17:47,0.2,-0.3
692452.0839,9272259.156,-0.5,12:17:48,0.2,-0.3
692452.5045,9272258.785,-0.5,12:17:49,0.3,-0.2
692452.5045,9272258.785,-0.5,12:17:50,0.3,-0.2
692452.5045,9272258.785,-0.5,12:17:51,0.2,-0.3
692452.922,9272257.518,-0.5,12:17:52,0.2,-0.3
692452.922,9272257.518,-0.5,12:17:53,0.3,-0.2
692452.922,9272257.518,-0.5,12:17:54,0.4,-0.1
692452.922,9272257.518,-0.5,12:17:55,0.2,-0.3
692453.3432,9272257.306,-0.5,12:17:56,0.4,-0.1
692453.3426,9272257.147,-0.5,12:17:57,0.2,-0.3
692453.3419,9272256.936,-0.5,12:17:58,0.2,-0.3
692453.7619,9272256.408,-0.5,12:17:59,0.4,-0.1
692453.7612,9272256.197,-0.5,12:18:00,0.3,-0.2
692454.1825,9272256.037,-0.5,12:18:01,0.2,-0.3
692454.6006,9272254.928,-0.5,12:18:02,0.2,-0.3
692455.0179,9272253.608,-0.5,12:18:03,0.4,-0.1
692455.0135,9272252.343,-0.5,12:18:04,0.1,-0.4
692455.0096,9272251.235,-0.5,12:18:05,0.3,-0.2
692455.0058,9272250.128,-0.5,12:18:06,0.4,-0.1
692455.0058,9272250.128,-0.5,12:18:07,0.2,-0.3
692454.5728,9272246.965,-0.5,12:18:08,0.3,-0.2
692454.1478,9272246.07,-0.5,12:18:09,0.3,-0.2
692453.3007,9272245.124,-0.5,12:18:10,0.4,-0.1
692452.877,9272244.598,-0.5,12:18:11,0.4,-0.1
692452.875,9272244.018,-0.5,12:18:12,0.2,-0.3
692452.0273,9272242.913,-0.5,12:18:13,0.2,-0.3
692450.7598,9272242.39,-0.5,12:18:14,0.3,-0.2
692449.9135,9272241.655,-0.5,12:18:15,0.2,-0.3
692449.9135,9272241.655,-0.5,12:18:16,0.1,-0.4
692446.1107,9272240.033,-0.5,12:18:17,0.4,-0.1
692444.8438,9272239.669,-0.5,12:18:18,0.2,-0.3
692443.5761,9272239.093,-0.5,12:18:19,0.2,-0.3
692442.3104,9272239.097,-0.5,12:18:20,0.4,-0.1
692441.4641,9272238.362,-0.5,12:18:21,0.2,-0.3
692439.7746,9272237.84,-0.5,12:18:22,0.2,-0.3
692438.5069,9272237.265,-0.5,12:18:23,0.2,-0.3
692437.2394,9272236.742,-0.5,12:18:24,0.3,-0.2
692434.2816,9272235.434,-0.5,12:18:25,0.3,-0.2
692433.0141,9272234.911,-0.5,12:18:26,0.4,-0.1
692431.3239,9272234.178,-0.5,12:18:27,0.2,-0.3
692430.4781,9272233.601,-0.5,12:18:28,0.3,-0.2
692429.2106,9272233.078,-0.5,12:18:29,0.2,-0.3
692428.3648,9272232.501,-0.5,12:18:30,0.2,-0.3
692427.0986,9272232.347,-0.5,12:18:31,0.2,-0.3
692425.8322,9272232.141,-0.5,12:18:32,0.4,-0.1
692425.8322,9272232.141,-0.5,12:18:33,0.2,-0.3
692421.6127,9272231.997,-0.5,12:18:34,0.4,-0.1
692420.3457,9272231.632,-0.5,12:18:35,0.3,-0.2
692418.6594,9272232.007,-0.5,12:18:36,0.1,-0.4
692416.9719,9272232.013,-0.5,12:18:37,0.4,-0.1
692415.7067,9272232.176,-0.5,12:18:38,0.2,-0.3
692414.4424,9272232.55,-0.5,12:18:39,0.1,-0.4
692413.5993,9272232.763,-0.5,12:18:40,0.3,-0.2
692412.7586,9272233.663,-0.5,12:18:41,0.4,-0.1
692410.6538,9272234.989,-0.5,12:18:42,0.2,-0.3
692409.3919,9272236.1,-0.5,12:18:43,0.3,-0.2
692408.9706,9272236.26,-0.5,12:18:44,0.3,-0.2
692408.5507,9272236.842,-0.5,12:18:45,0.2,-0.3
692407.7101,9272237.741,-0.5,12:18:46,0.3,-0.2
692406.8696,9272238.693,-0.5,12:18:47,0.3,-0.2
692406.4528,9272240.171,-0.5,12:18:48,0.2,-0.3
692406.4567,9272241.279,-0.5,12:18:49,0.2,-0.3
692406.4567,9272241.279,-0.5,12:18:50,0.4,-0.1
692405.2044,9272245.133,-0.5,12:18:51,0.4,-0.1
692404.7869,9272246.4,-0.5,12:18:52,0.4,-0.1
692404.7915,9272247.718,-0.5,12:18:53,0.4,-0.1
692405.2191,9272249.352,-0.5,12:18:54,0.3,-0.2
692405.2237,9272250.67,-0.5,12:18:55,0.4,-0.1
692405.2281,9272251.936,-0.5,12:18:56,0.2,-0.3
692405.2314,9272252.885,-0.5,12:18:57,0.1,-0.4
692405.6559,9272253.622,-0.5,12:18:58,0.3,-0.2
692406.0868,9272256.205,-0.5,12:18:59,0.2,-0.3
692406.5125,9272257.31,-0.5,12:19:00,0.2,-0.3
692406.5164,9272258.418,-0.5,12:19:01,0.3,-0.2
692407.3633,9272259.311,-0.5,12:19:02,0.3,-0.2
692407.789,9272260.417,-0.5,12:19:03,0.4,-0.1
692408.6348,9272260.995,-0.5,12:19:04,0.4,-0.1
692409.4817,9272261.888,-0.5,12:19:05,0.4,-0.1
692410.3281,9272262.624,-0.5,12:19:06,0.4,-0.1
692410.3281,9272262.624,-0.5,12:19:07,0.3,-0.2
692413.7084,9272264.088,-0.5,12:19:08,0.4,-0.1
692414.9753,9272264.453,-0.5,12:19:09,0.3,-0.2
692416.2423,9272264.818,-0.5,12:19:10,0.2,-0.3
692417.5098,9272265.341,-0.5,12:19:11,0.2,-0.3
692418.3536,9272265.338,-0.5,12:19:12,0.4,-0.1
692420.0419,9272265.543,-0.5,12:19:13,0.4,-0.1
692421.3076,9272265.539,-0.5,12:19:14,0.2,-0.3
692422.9965,9272265.902,-0.5,12:19:15,0.4,-0.1
692422.9965,9272265.902,-0.5,12:19:16,0.4,-0.1
692427.6365,9272265.675,-0.5,12:19:17,0.3,-0.2
692428.903,9272265.881,-0.5,12:19:18,0.1,-0.4
692430.5898,9272265.664,-0.5,12:19:19,0.3,-0.2
692432.2774,9272265.659,-0.5,12:19:20,0.2,-0.3
692433.9657,9272265.864,-0.5,12:19:21,0.2,-0.3
692435.6532,9272265.858,-0.5,12:19:22,0.3,-0.2
692436.9189,9272265.853,-0.5,12:19:23,0.4,-0.1
692436.9189,9272265.853,-0.5,12:19:24,0.3,-0.2
692440.7185,9272266.578,-0.5,12:19:25,0.2,-0.3
692441.9848,9272266.732,-0.5,12:19:26,0.2,-0.3
692443.6736,9272267.095,-0.5,12:19:27,0.2,-0.3
692444.9393,9272267.091,-0.5,12:19:28,0.3,-0.2
692446.2057,9272267.298,-0.5,12:19:29,0.4,-0.1
692447.4714,9272267.293,-0.5,12:19:30,0.4,-0.1
692448.7376,9272267.447,-0.5,12:19:31,0.3,-0.2
692450.4259,9272267.652,-0.5,12:19:32,0.2,-0.3
692450.4259,9272267.652,-0.5,12:19:33,0.4,-0.1
692454.65,9272269.114,-0.5,12:19:34,0.3,-0.2
692455.4963,9272269.849,-0.5,12:19:35,0.2,-0.3
692456.7646,9272270.583,-0.5,12:19:36,0.2,-0.3
692458.0328,9272271.317,-0.5,12:19:37,0.3,-0.2
692459.7223,9272271.839,-0.5,12:19:38,0.3,-0.2
692460.9912,9272272.783,-0.5,12:19:39,0.3,-0.2
692462.2588,9272273.306,-0.5,12:19:40,0.3,-0.2
692462.2588,9272273.306,-0.5,12:19:41,0.1,-0.4
692465.639,9272274.771,-0.5,12:19:42,0.4,-0.1
692466.4841,9272275.137,-0.5,12:19:43,0.4,-0.1
692467.7498,9272275.133,-0.5,12:19:44,0.3,-0.2
692468.5943,9272275.341,-0.5,12:19:45,0.2,-0.3
692470.2832,9272275.704,-0.5,12:19:46,0.3,-0.2
692471.5501,9272276.069,-0.5,12:19:47,0.4,-0.1
692472.8171,9272276.434,-0.5,12:19:48,0.2,-0.3
692474.0853,9272277.168,-0.5,12:19:49,0.1,-0.4
692474.0853,9272277.168,-0.5,12:19:50,0.2,-0.3
692477.8875,9272278.631,-0.5,12:19:51,0.2,-0.3
692478.7344,9272279.525,-0.5,12:19:52,0.2,-0.3
692479.5802,9272280.102,-0.5,12:19:53,0.2,-0.3
692480.8496,9272281.152,-0.5,12:19:54,0.1,-0.4
692482.1173,9272281.728,-0.5,12:19:55,0.2,-0.3
692483.8067,9272282.249,-0.5,12:19:56,0.3,-0.2
692484.2299,9272282.617,-0.5,12:19:57,0.4,-0.1
692485.0757,9272283.194,-0.5,12:19:58,0.2,-0.3
692486.7664,9272284.085,-0.5,12:19:59,0.4,-0.1
692488.0328,9272284.291,-0.5,12:20:00,0.2,-0.3
692488.8792,9272285.026,-0.5,12:20:01,0.3,-0.2
692490.1461,9272285.391,-0.5,12:20:02,0.2,-0.3
692491.8363,9272286.124,-0.5,12:20:03,0.3,-0.2
692493.1032,9272286.488,-0.5,12:20:04,0.2,-0.3
692494.3715,9272287.222,-0.5,12:20:05,0.3,-0.2
692495.6384,9272287.587,-0.5,12:20:06,0.3,-0.2
692495.6384,9272287.587,-0.5,12:20:07,0.3,-0.2
692499.8618,9272288.838,-0.5,12:20:08,0.2,-0.3
692501.5514,9272289.412,-0.5,12:20:09,0.3,-0.2
692502.8176,9272289.566,-0.5,12:20:10,0.4,-0.1
692503.6627,9272289.932,-0.5,12:20:11,0.1,-0.4
692504.9297,9272290.297,-0.5,12:20:12,0.4,-0.1
692506.1953,9272290.293,-0.5,12:20:13,0.3,-0.2
692507.4605,9272290.13,-0.5,12:20:14,0.2,-0.3
692507.4605,9272290.13,-0.5,12:20:15,0.1,-0.4
692511.2645,9272292.121,-0.5,12:20:16,0.4,-0.1
692512.5289,9272291.747,-0.5,12:20:17,0.3,-0.2
692513.7966,9272292.323,-0.5,12:20:18,0.4,-0.1
692515.486,9272292.844,-1.3,12:20:19,0.2,-1.1
692516.7529,9272293.209,-1.3,12:20:20,0.3,-1.0
692517.5975,9272293.417,-1.3,12:20:21,0.2,-1.1
692518.8631,9272293.413,-1.3,12:20:22,0.4,-0.9
692519.7062,9272293.199,-1.3,12:20:23,0.4,-0.9
692521.817,9272293.56,-1.4,12:20:24,0.3,-1.1
692523.0834,9272293.767,-1.4,12:20:25,0.3,-1.1
692523.9272,9272293.764,-1.4,12:20:26,0.2,-1.2
692525.1941,9272294.129,-1.4,12:20:27,0.2,-1.2
692525.6166,9272294.286,-1.5,12:20:28,0.3,-1.2
692526.4624,9272294.863,-1.5,12:20:29,0.4,-1.1
692527.7299,9272295.386,-1.5,12:20:30,0.4,-1.1
692528.9981,9272296.12,-1.5,12:20:31,0.4,-1.1
692528.9981,9272296.12,-1.7,12:20:32,0.3,-1.4
692533.2299,9272299.796,-1.7,12:20:33,0.2,-1.5
692534.0763,9272300.532,-1.5,12:20:34,0.2,-1.3
692534.9219,9272301.056,-1.5,12:20:35,0.3,-1.2
692535.7683,9272301.791,-1.6,12:20:36,0.1,-1.5
692537.0365,9272302.525,-1.6,12:20:37,0.2,-1.4
692538.3055,9272303.47,-1.6,12:20:38,0.3,-1.3
692539.9949,9272303.992,-1.6,12:20:39,0.4,-1.2
692539.9949,9272303.992,-1.6,12:20:40,0.2,-1.4
692543.3791,9272306.564,-1.7,12:20:41,0.1,-1.6
692544.2267,9272307.668,-1.7,12:20:42,0.4,-1.3
692545.0769,9272309.511,-1.6,12:20:43,0.3,-1.3
692546.3465,9272310.614,-1.6,12:20:44,0.3,-1.3
692547.6168,9272311.928,-1.6,12:20:45,0.2,-1.4
692548.4644,9272313.033,-1.6,12:20:46,0.2,-1.4
692550.1558,9272314.134,-1.5,12:20:47,0.4,-1.1
692551.0048,9272315.608,-1.5,12:20:48,0.1,-1.4
692551.0048,9272315.608,-1.6,12:20:49,0.1,-1.5
692553.1328,9272320.927,-1.6,12:20:50,0.2,-1.4
692554.4029,9272322.188,-1.6,12:20:51,0.4,-1.2
692555.2525,9272323.873,-1.6,12:20:52,0.4,-1.2
692556.5234,9272325.345,-1.6,12:20:53,0.3,-1.3
692557.7942,9272326.817,-1.7,12:20:54,0.3,-1.4
692558.6431,9272328.291,-1.7,12:20:55,0.1,-1.6
692558.6475,9272329.556,-1.7,12:20:56,0.3,-1.4
692559.4972,9272331.241,-1.7,12:20:57,0.3,-1.4
692559.4972,9272331.241,-1.9,12:20:58,0.3,-1.6
692560.3583,9272336.195,-1.9,12:20:59,0.4,-1.5
692560.7848,9272337.512,-1.8,12:21:00,0.2,-1.6
692561.2123,9272339.146,-1.8,12:21:01,0.3,-1.5
692562.0626,9272340.988,-1.9,12:21:02,0.2,-1.7
692562.9128,9272342.831,-1.9,12:21:03,0.3,-1.6
692563.3404,9272344.464,-1.8,12:21:04,0.2,-1.6
692562.9256,9272346.523,-1.8,12:21:05,0.4,-1.4
692562.9256,9272346.523,-1.8,12:21:06,0.4,-1.4
692563.7931,9272353.323,-1.8,12:21:07,0.2,-1.6
692564.2227,9272355.536,-1.8,12:21:08,0.4,-1.4
692564.2305,9272357.751,-1.7,12:21:09,0.1,-1.6
692564.6588,9272359.595,-1.7,12:21:10,0.2,-1.5
692564.6658,9272361.599,-1.8,12:21:11,0.3,-1.5
692564.6735,9272363.814,-1.8,12:21:12,0.3,-1.5
692564.6819,9272366.24,-1.7,12:21:13,0.2,-1.5
692564.6909,9272368.824,-1.7,12:21:14,0.4,-1.3
692564.6909,9272368.824,-1.7,12:21:15,0.2,-1.5
692565.1334,9272374.729,-1.7,12:21:16,0.3,-1.4
692564.7185,9272376.734,-1.6,12:21:17,0.3,-1.3
692565.1455,9272378.209,-1.6,12:21:18,0.4,-1.2
692565.15,9272379.475,-1.6,12:21:19,0.4,-1.2
692565.1551,9272380.952,-1.6,12:21:20,0.2,-1.4
692564.7378,9272382.272,-1.6,12:21:21,0.2,-1.4
692564.7409,9272383.168,-1.6,12:21:22,0.2,-1.4
692564.7409,9272383.168,-1.6,12:21:23,0.3,-1.3
692563.4868,9272386.495,-1.6,12:21:24,0.3,-1.3
692563.0695,9272387.815,-1.6,12:21:25,0.2,-1.4
692562.6515,9272388.924,-1.6,12:21:26,0.2,-1.4
692562.234,9272390.191,-1.6,12:21:27,0.2,-1.4
692561.816,9272391.3,-1.5,12:21:28,0.4,-1.1
692561.3979,9272392.409,-1.5,12:21:29,0.2,-1.3
692560.5587,9272393.73,-1.5,12:21:30,0.2,-1.3
692560.1412,9272394.997,-1.5,12:21:31,0.2,-1.3
692560.1412,9272394.997,-1.4,12:21:32,0.2,-1.2
692558.8877,9272398.482,-1.4,12:21:33,0.2,-1.2
692558.4697,9272399.591,-1.5,12:21:34,0.3,-1.2
692557.6305,9272400.912,-1.5,12:21:35,0.3,-1.2
692555.9473,9272402.184,-1.4,12:21:36,0.2,-1.2
692555.53,9272403.504,-1.4,12:21:37,0.4,-1.0
692554.6919,9272405.141,-1.4,12:21:38,0.4,-1.0
692553.4321,9272406.833,-1.3,12:21:39,0.3,-1.0
692552.5927,9272408.102,-1.3,12:21:40,0.1,-1.2
692550.9129,9272410.323,-1.2,12:21:41,0.3,-0.9
692550.4935,9272411.062,-1.2,12:21:42,0.1,-1.1
692549.233,9272412.543,-1.1,12:21:43,0.3,-0.8
692548.8144,9272413.494,-1.1,12:21:44,0.4,-0.7
692547.5506,9272414.026,-1.0,12:21:45,0.2,-0.8
692546.7101,9272414.978,-1.0,12:21:46,0.3,-0.7
692546.2908,9272415.718,-0.9,12:21:47,0.3,-0.6
692545.8733,9272416.985,-0.9,12:21:48,0.3,-0.6
692545.8733,9272416.985,-1.0,12:21:49,0.2,-0.8
692543.3535,9272420.316,-1.0,12:21:50,0.3,-0.7
692542.936,9272421.583,-0.8,12:21:51,0.3,-0.5
692542.0961,9272422.694,-0.8,12:21:52,0.3,-0.5
692541.6788,9272424.014,-0.8,12:21:53,0.3,-0.5
692539.995,9272425.127,-0.7,12:21:54,0.3,-0.4
692538.7325,9272426.028,-0.7,12:21:55,0.3,-0.4
692537.892,9272426.98,-0.7,12:21:56,0.3,-0.4
692537.0513,9272427.879,-0.7,12:21:57,0.3,-0.4
692537.0513,9272427.879,-0.6,12:21:58,0.2,-0.4
692535.3774,9272431.788,-0.6,12:21:59,0.2,-0.4
692534.5393,9272433.426,-0.6,12:22:00,0.2,-0.4
692534.5431,9272434.533,-0.6,12:22:01,0.4,-0.2
692533.7037,9272435.802,-0.5,12:22:02,0.3,-0.2
692532.8645,9272437.123,-0.5,12:22:03,0.4,-0.1
692532.869,9272438.389,-0.5,12:22:04,0.4,-0.1
692532.4516,9272439.708,-0.5,12:22:05,0.4,-0.1
692532.4516,9272439.708,-0.5,12:22:06,0.1,-0.4
692531.6226,9272443.93,-0.5,12:22:07,0.4,-0.1
692531.2058,9272445.408,-0.5,12:22:08,0.3,-0.2
692531.2084,9272446.147,-0.5,12:22:09,0.2,-0.3
692531.213,9272447.465,-0.5,12:22:10,0.2,-0.3
692531.2168,9272448.572,-0.5,12:22:11,0.3,-0.2
692530.3774,9272449.841,-0.5,12:22:12,0.1,-0.4
692530.3808,9272450.79,-0.5,12:22:13,0.3,-0.2
692530.8065,9272451.896,-0.5,12:22:14,0.3,-0.2
692530.8065,9272451.896,-0.5,12:22:15,0.4,-0.1
692531.2418,9272455.744,-0.5,12:22:16,0.2,-0.3
692531.2462,9272457.01,-0.5,12:22:17,0.3,-0.2
692531.6733,9272458.485,-0.5,12:22:18,0.3,-0.2
692531.2578,9272460.332,-0.5,12:22:19,0.2,-0.3
692531.2629,9272461.809,-0.5,12:22:20,0.3,-0.2
692531.2662,9272462.758,-0.5,12:22:21,0.2,-0.3
692530.8488,9272464.025,-0.5,12:22:22,0.3,-0.2
692530.4315,9272465.345,-0.5,12:22:23,0.3,-0.2
692530.0173,9272467.562,-0.5,12:22:24,0.4,-0.1
692529.5992,9272468.671,-0.5,12:22:25,0.2,-0.3
692529.1812,9272469.78,-0.5,12:22:26,0.4,-0.1
692529.1843,9272470.676,-0.5,12:22:27,0.3,-0.2
692528.3451,9272471.997,-0.5,12:22:28,0.4,-0.1
692527.0826,9272472.898,-0.5,12:22:29,0.3,-0.2
692526.6627,9272473.48,-0.5,12:22:30,0.4,-0.1
692526.2434,9272474.22,-0.5,12:22:31,0.2,-0.3
692526.2434,9272474.22,-0.5,12:22:32,0.2,-0.3
692523.7164,9272475.494,-0.5,12:22:33,0.4,-0.1
692522.8732,9272475.655,-0.5,12:22:34,0.4,-0.1
692522.0275,9272475.131,-0.5,12:22:35,0.4,-0.1
692520.7619,9272475.135,-0.5,12:22:36,0.3,-0.2
692519.9173,9272474.927,-0.5,12:22:37,0.2,-0.3
692519.4931,9272474.243,-0.5,12:22:38,0.1,-0.4
692518.648,9272473.877,-0.5,12:22:39,0.2,-0.3
692518.2241,9272473.298,-0.5,12:22:40,0.3,-0.2
692518.2241,9272473.298,-0.5,12:22:41,0.4,-0.1
692516.954,9272472.037,-0.5,12:22:42,0.2,-0.3
692516.5308,9272471.669,-0.5,12:22:43,0.4,-0.1
692516.5288,9272471.089,-0.5,12:22:44,0.4,-0.1
692516.5275,9272470.72,-0.5,12:22:45,0.3,-0.2
692516.5269,9272470.562,-0.5,12:22:46,0.3,-0.2
692516.105,9272470.563,-0.5,12:22:47,0.4,-0.1
692516.1043,9272470.352,-0.5,12:22:48,0.2,-0.3
692516.103,9272469.983,-0.5,12:22:49,0.3,-0.2
692515.6798,9272469.616,-0.5,12:22:50,0.4,-0.1
692515.6793,9272469.457,-0.5,12:22:51,0.4,-0.1
692515.6793,9272469.457,-0.5,12:22:52,0.4,-0.1
692515.6793,9272469.457,-0.5,12:22:53,0.4,-0.1
692515.6793,9272469.457,-0.5,12:22:54,0.2,-0.3
692515.6793,9272469.457,-0.5,12:22:55,0.2,-0.3
692515.6793,9272469.457,-0.5,12:22:56,0.2,-0.3
692515.6793,9272469.457,-0.5,12:22:57,0.4,-0.1
692515.6793,9272469.457,-0.5,12:22:58,0.3,-0.2
692515.6793,9272469.457,-0.5,12:22:59,0.4,-0.1
692515.6793,9272469.457,-0.5,12:23:00,0.4,-0.1
692515.6793,9272469.457,-0.5,12:23:01,0.4,-0.1
692515.6793,9272469.457,-0.5,12:23:02,0.1,-0.4
692515.6793,9272469.457,-0.5,12:23:03,0.2,-0.3
692515.6793,9272469.457,-0.5,12:23:04,0.2,-0.3
692515.6793,9272469.457,-0.5,12:23:05,0.2,-0.3
692515.6793,9272469.457,-0.5,12:23:06,0.4,-0.1
692515.6793,9272469.457,-0.5,12:23:07,0.4,-0.1
692515.6793,9272469.457,-0.5,12:23:08,0.2,-0.3
692515.6793,9272469.457,-0.5,12:23:09,0.3,-0.2
692515.6793,9272469.457,-0.5,12:23:10,0.2,-0.3
692515.6793,9272469.457,-0.5,12:23:11,0.4,-0.1
692515.6793,9272469.457,-0.5,12:23:12,0.4,-0.1
692515.6793,9272469.457,-0.5,12:23:13,0.4,-0.1
692515.6793,9272469.457,-0.5,12:23:14,0.2,-0.3
692515.6793,9272469.457,-0.5,12:23:15,0.4,-0.1
692515.6793,9272469.457,-0.5,12:23:16,0.4,-0.1
692515.6793,9272469.457,-0.5,12:23:17,0.2,-0.3
692515.6793,9272469.457,-0.5,12:23:18,0.4,-0.1
692515.6793,9272469.457,-0.5,12:23:19,0.1,-0.4
692515.6793,9272469.457,-0.5,12:23:20,0.4,-0.1
692515.6793,9272469.457,-0.5,12:23:21,0.3,-0.2
692515.6793,9272469.457,-0.5,12:23:22,0.3,-0.2
692515.6793,9272469.457,-0.5,12:23:23,0.2,-0.3
692516.094,9272467.399,-0.5,12:23:24,0.4,-0.1
692516.094,9272467.399,-0.5,12:23:25,0.3,-0.2
692516.0935,9272467.241,-0.5,12:23:26,0.2,-0.3
692516.5154,9272467.24,-0.5,12:23:27,0.3,-0.2
692516.5154,9272467.24,-0.5,12:23:28,0.3,-0.2
692516.5154,9272467.24,-0.5,12:23:29,0.3,-0.2
692516.5154,9272467.24,-0.5,12:23:30,0.3,-0.2
692516.5146,9272467.029,-0.5,12:23:31,0.3,-0.2
692516.5146,9272467.029,-0.5,12:23:32,0.4,-0.1
692517.3558,9272466.287,-0.5,12:23:33,0.2,-0.3
692517.7759,9272465.759,-0.5,12:23:34,0.2,-0.3
692519.039,9272465.016,-0.5,12:23:35,0.2,-0.3
692519.8802,9272464.275,-0.5,12:23:36,0.2,-0.3
692520.7214,9272463.533,-0.5,12:23:37,0.3,-0.2
692521.5627,9272462.792,-0.5,12:23:38,0.3,-0.2
692521.9807,9272461.683,-0.5,12:23:39,0.2,-0.3
692521.9807,9272461.683,-0.5,12:23:40,0.3,-0.2
692524.4985,9272457.772,-0.5,12:23:41,0.2,-0.3
692525.7603,9272456.66,-0.5,12:23:42,0.3,-0.2
692526.1778,9272455.393,-0.5,12:23:43,0.2,-0.3
692527.4391,9272454.123,-0.5,12:23:44,0.2,-0.3
692528.7009,9272453.011,-0.5,12:23:45,0.3,-0.2
692529.962,9272451.688,-0.5,12:23:46,0.2,-0.3
692530.8001,9272450.051,-0.5,12:23:47,0.2,-0.3
692532.0619,9272448.939,-0.5,12:23:48,0.4,-0.1
