X,Y,Z,tempo,altura_mare,profundidade_corrigida
692807.6929,9272365.392,-0.5,12:00:00,0.1,-0.4
692808.1141,9272365.18,-0.5,12:00:01,0.4,-0.1
692807.2633,9272363.179,-0.5,12:00:02,0.2,-0.3
692808.111,9272364.283,-0.5,12:00:03,0.1,-0.4
692808.1161,9272365.76,-0.5,12:00:04,0.3,-0.2
692808.5432,9272367.235,-0.5,12:00:05,0.2,-0.3
692808.5432,9272367.235,-0.5,12:00:06,0.4,-0.1
692812.3433,9272368.118,-0.5,12:00:07,0.3,-0.2
692812.7665,9272368.486,-0.5,12:00:08,0.1,-0.4
692812.7665,9272368.486,-0.5,12:00:09,0.3,-0.2
692812.7665,9272368.486,-0.5,12:00:10,0.3,-0.2
692812.7665,9272368.486,-0.5,12:00:11,0.3,-0.2
692812.7665,9272368.486,-0.5,12:00:12,0.4,-0.1
692812.7665,9272368.486,-0.5,12:00:13,0.4,-0.1
692812.7665,9272368.486,-0.5,12:00:14,0.4,-0.1
692812.7665,9272368.486,-0.5,12:00:15,0.2,-0.3
692812.7665,9272368.486,-0.5,12:00:16,0.2,-0.3
692812.7665,9272368.486,-0.5,12:00:17,0.1,-0.4
692812.7665,9272368.486,-0.5,12:00:18,0.1,-0.4
692812.7665,9272368.486,-0.5,12:00:19,0.3,-0.2
692812.7665,9272368.486,-0.5,12:00:20,0.1,-0.4
692812.7665,9272368.486,-0.5,12:00:21,0.3,-0.2
692812.7665,9272368.486,-0.5,12:00:22,0.4,-0.1
692812.7665,9272368.486,-0.5,12:00:23,0.4,-0.1
692812.7665,9272368.486,-0.5,12:00:24,0.4,-0.1
692812.7665,9272368.486,-0.5,12:00:25,0.1,-0.4
692812.7665,9272368.486,-0.5,12:00:26,0.3,-0.2
692812.7665,9272368.486,-0.5,12:00:27,0.2,-0.3
692812.7665,9272368.486,-0.5,12:00:28,0.3,-0.2
692812.7665,9272368.486,-0.5,12:00:29,0.4,-0.1
692812.7665,9272368.486,-0.5,12:00:30,0.4,-0.1
692812.7665,9272368.486,-0.5,12:00:31,0.3,-0.2
692812.7665,9272368.486,-0.5,12:00:32,0.4,-0.1
692812.7665,9272368.486,-0.5,12:00:33,0.3,-0.2
692812.7665,9272368.486,-0.5,12:00:34,0.1,-0.4
692812.7665,9272368.486,-0.5,12:00:35,0.3,-0.2
692812.7665,9272368.486,-0.5,12:00:36,0.3,-0.2
692819.9189,9272362.766,-0.5,12:00:37,0.3,-0.2
692819.9189,9272362.766,-0.5,12:00:38,0.4,-0.1
692817.8112,9272363.3,-0.5,12:00:39,0.3,-0.2
692819.0777,9272363.507,-0.9,12:00:40,0.2,-0.7
692822.0322,9272363.866,-0.9,12:00:41,0.3,-0.6
692821.607,9272362.918,-0.9,12:00:42,0.2,-0.7
692820.7717,9272365.347,-0.9,12:00:43,0.3,-0.6
692822.0353,9272364.762,-0.9,12:00:44,0.4,-0.5
692821.6134,9272364.764,-0.9,12:00:45,0.4,-0.5
692821.6129,9272364.605,-1.1,12:00:46,0.1,-1.0
692820.3459,9272364.241,-1.1,12:00:47,0.3,-0.8
692819.4995,9272363.505,-1.1,12:00:48,0.4,-0.7
692819.4995,9272363.505,-1.2,12:00:49,0.2,-1.0
692819.0705,9272361.45,-1.2,12:00:50,0.4,-0.8
692818.6416,9272359.448,-1.4,12:00:51,0.3,-1.1
692819.0679,9272360.712,-1.4,12:00:52,0.2,-1.2
692818.6429,9272359.817,-1.6,12:00:53,0.3,-1.3
692817.3752,9272359.241,-1.6,12:00:54,0.4,-1.2
692816.1095,9272359.246,-1.7,12:00:55,0.2,-1.5
692814.8425,9272358.881,-1.7,12:00:56,0.2,-1.5
692813.9982,9272358.726,-1.8,12:00:57,0.4,-1.4
692813.9982,9272358.726,-1.8,12:00:58,0.1,-1.7
692811.4648,9272358.154,-1.9,12:00:59,0.2,-1.7
692810.1986,9272358.0,-1.9,12:01:00,0.2,-1.7
692809.7759,9272357.791,-1.9,12:01:01,0.4,-1.5
692808.9316,9272357.636,-1.9,12:01:02,0.2,-1.7
692808.5102,9272357.795,-1.9,12:01:03,0.2,-1.7
692808.0883,9272357.797,-1.9,12:01:04,0.2,-1.7
692807.2446,9272357.8,-1.9,12:01:05,0.2,-1.7
692806.8227,9272357.801,-1.9,12:01:06,0.3,-1.6
692806.8227,9272357.801,-1.9,12:01:07,0.4,-1.5
692804.7126,9272357.65,-2.0,12:01:08,0.2,-1.8
692804.2907,9272357.652,-2.0,12:01:09,0.2,-1.8
692804.7126,9272357.65,-2.0,12:01:10,0.4,-1.6
692804.7126,9272357.65,-2.0,12:01:11,0.3,-1.7
692804.7126,9272357.65,-2.0,12:01:12,0.4,-1.6
692804.7126,9272357.65,-2.0,12:01:13,0.3,-1.7
692804.7126,9272357.65,-2.0,12:01:14,0.4,-1.6
692804.7126,9272357.65,-2.0,12:01:15,0.4,-1.6
692804.7126,9272357.65,-1.9,12:01:16,0.2,-1.7
692803.447,9272357.655,-1.9,12:01:17,0.4,-1.5
692803.4475,9272357.813,-1.9,12:01:18,0.2,-1.7
692803.447,9272357.655,-1.9,12:01:19,0.1,-1.8
692803.447,9272357.655,-1.9,12:01:20,0.3,-1.6
692803.0251,9272357.656,-1.8,12:01:21,0.3,-1.5
692802.607,9272358.765,-1.8,12:01:22,0.2,-1.6
692803.0346,9272360.399,-1.5,12:01:23,0.4,-1.1
692803.0346,9272360.399,-1.5,12:01:24,0.4,-1.1
692800.5136,9272363.361,-1.5,12:01:25,0.2,-1.3
692800.0942,9272364.1,-1.5,12:01:26,0.1,-1.4
692799.6731,9272364.313,-1.5,12:01:27,0.2,-1.3
692798.4092,9272364.845,-1.5,12:01:28,0.3,-1.2
692797.1436,9272364.849,-1.7,12:01:29,0.3,-1.4
692795.4547,9272364.486,-1.7,12:01:30,0.2,-1.5
692794.1872,9272363.963,-1.8,12:01:31,0.2,-1.6
692792.4963,9272363.019,-1.8,12:01:32,0.2,-1.6
692792.4963,9272363.019,-1.8,12:01:33,0.2,-1.6
692787.4207,9272359.346,-1.9,12:01:34,0.2,-1.7
692786.1498,9272357.873,-1.9,12:01:35,0.4,-1.5
692785.3004,9272356.242,-2.1,12:01:36,0.4,-1.7
692784.0277,9272354.242,-2.1,12:01:37,0.2,-1.9
692784.8656,9272352.552,-1.8,12:01:38,0.2,-1.6
692784.0161,9272350.92,-1.8,12:01:39,0.4,-1.4
692784.8534,9272349.071,-2.2,12:01:40,0.2,-2.0
692784.8534,9272349.071,-2.2,12:01:41,0.3,-1.9
692786.1011,9272343.898,-2.6,12:01:42,0.2,-2.4
692788.2054,9272342.415,-2.6,12:01:43,0.2,-2.4
692789.8891,9272341.301,-2.9,12:01:44,0.3,-2.6
692791.1509,9272340.189,-2.9,12:01:45,0.2,-2.7
692791.9914,9272339.237,-3.6,12:01:46,0.3,-3.3
692793.6759,9272338.335,-3.6,12:01:47,0.3,-3.3
692794.5171,9272337.593,-3.6,12:01:48,0.3,-3.3
692795.359,9272337.063,-3.7,12:01:49,0.3,-3.4
692795.359,9272337.063,-3.7,12:01:50,0.2,-3.5
692797.0402,9272335.212,-3.8,12:01:51,0.3,-3.5
692797.8827,9272334.839,-3.8,12:01:52,0.4,-3.4
692798.7257,9272334.626,-3.8,12:01:53,0.3,-3.5
692799.1458,9272334.097,-3.8,12:01:54,0.3,-3.5
692800.8313,9272333.511,-3.8,12:01:55,0.4,-3.4
692801.6733,9272332.98,-3.8,12:01:56,0.2,-3.6
692802.9364,9272332.238,-3.8,12:01:57,0.3,-3.5
692804.6214,9272331.494,-3.8,12:01:58,0.4,-3.4
692804.6214,9272331.494,-3.8,12:01:59,0.3,-3.5
692810.0996,9272329.629,-3.8,12:02:00,0.2,-3.6
692811.3627,9272328.886,-3.9,12:02:01,0.3,-3.6
692812.6263,9272328.301,-3.9,12:02:02,0.3,-3.6
692814.7332,9272327.556,-3.9,12:02:03,0.2,-3.7
692815.1525,9272326.816,-3.9,12:02:04,0.2,-3.7
692815.9932,9272325.917,-3.9,12:02:05,0.2,-3.7
692816.8337,9272324.964,-3.9,12:02:06,0.4,-3.5
692818.0962,9272324.063,-3.9,12:02:07,0.3,-3.6
692818.0962,9272324.063,-3.9,12:02:08,0.3,-3.6
692820.6166,9272320.89,-3.9,12:02:09,0.2,-3.7
692822.299,9272319.408,-3.9,12:02:10,0.3,-3.6
692823.9809,9272317.767,-3.9,12:02:11,0.3,-3.6
692825.6633,9272316.285,-4.0,12:02:12,0.4,-3.6
692827.767,9272314.643,-4.0,12:02:13,0.2,-3.8
692828.6049,9272312.952,-4.0,12:02:14,0.4,-3.6
692829.8649,9272311.313,-4.0,12:02:15,0.4,-3.6
692831.1247,9272309.621,-4.0,12:02:16,0.2,-3.8
692831.1247,9272309.621,-4.0,12:02:17,0.4,-3.6
692835.3308,9272305.915,-4.0,12:02:18,0.3,-3.7
692836.172,9272305.173,-4.0,12:02:19,0.2,-3.8
692837.4345,9272304.272,-4.0,12:02:20,0.3,-3.7
692838.6969,9272303.319,-3.9,12:02:21,0.3,-3.6
692839.5368,9272302.208,-3.9,12:02:22,0.2,-3.7
692840.7987,9272301.097,-4.0,12:02:23,0.2,-3.8
692841.6386,9272299.986,-4.0,12:02:24,0.3,-3.7
692842.4798,9272299.245,-3.9,12:02:25,0.3,-3.6
692845.0054,9272297.601,-3.9,12:02:26,0.4,-3.5
692846.2693,9272297.07,-3.8,12:02:27,0.3,-3.5
692847.5329,9272296.485,-3.8,12:02:28,0.3,-3.5
692848.3754,9272296.113,-4.0,12:02:29,0.3,-3.7
692849.6393,9272295.581,-4.0,12:02:30,0.2,-3.8
692850.9024,9272294.838,-3.8,12:02:31,0.3,-3.5
692851.7436,9272294.097,-3.8,12:02:32,0.4,-3.4
692853.0041,9272292.616,-3.8,12:02:33,0.2,-3.6
692853.0041,9272292.616,-3.8,12:02:34,0.2,-3.6
692855.1051,9272290.183,-3.8,12:02:35,0.3,-3.5
692856.3677,9272289.282,-3.8,12:02:36,0.2,-3.6
692857.2076,9272288.172,-3.8,12:02:37,0.3,-3.5
692858.472,9272287.798,-3.6,12:02:38,0.3,-3.3
692858.8913,9272287.058,-3.6,12:02:39,0.2,-3.4
692859.7318,9272286.106,-3.4,12:02:40,0.4,-3.0
692860.1498,9272284.997,-3.4,12:02:41,0.4,-3.0
692860.1467,9272284.101,-3.4,12:02:42,0.4,-3.0
692860.1467,9272284.101,-3.4,12:02:43,0.1,-3.3
692860.9828,9272281.883,-3.4,12:02:44,0.2,-3.2
692861.4013,9272280.932,-3.4,12:02:45,0.3,-3.1
692862.2451,9272280.929,-3.3,12:02:46,0.4,-2.9
692863.0845,9272279.661,-3.3,12:02:47,0.3,-3.0
692863.502,9272278.393,-3.3,12:02:48,0.4,-2.9
692864.3393,9272276.545,-3.3,12:02:49,0.4,-2.9
692864.7586,9272275.805,-3.3,12:02:50,0.2,-3.1
692865.1759,9272274.485,-3.3,12:02:51,0.3,-3.0
692866.4313,9272271.527,-3.3,12:02:52,0.3,-3.0
692866.8488,9272270.26,-3.3,12:02:53,0.3,-3.0
692867.2648,9272268.571,-3.3,12:02:54,0.4,-2.9
692868.1047,9272267.461,-3.3,12:02:55,0.3,-3.0
692868.5214,9272265.983,-3.3,12:02:56,0.2,-3.1
692868.9395,9272264.874,-3.0,12:02:57,0.2,-2.8
692869.3582,9272263.976,-3.0,12:02:58,0.2,-2.8
692869.7788,9272263.605,-2.4,12:02:59,0.4,-2.0
692869.7788,9272263.605,-2.4,12:03:00,0.2,-2.2
692869.7691,9272260.81,-2.0,12:03:01,0.4,-1.6
692869.7652,9272259.703,-2.0,12:03:02,0.1,-1.9
692869.759,9272257.91,-1.8,12:03:03,0.4,-1.4
692870.1762,9272256.59,-1.8,12:03:04,0.4,-1.4
692870.5956,9272255.85,-1.6,12:03:05,0.3,-1.3
692870.1698,9272254.744,-1.6,12:03:06,0.2,-1.4
692870.1654,9272253.479,-1.5,12:03:07,0.3,-1.2
692870.5834,9272252.37,-1.5,12:03:08,0.3,-1.2
692870.9968,9272249.942,-1.5,12:03:09,0.4,-1.1
692869.7273,9272248.839,-1.3,12:03:10,0.2,-1.1
692869.3002,9272247.364,-1.3,12:03:11,0.3,-1.0
692868.452,9272246.101,-1.4,12:03:12,0.3,-1.1
692867.6037,9272244.786,-1.4,12:03:13,0.2,-1.2
692866.7555,9272243.523,-1.3,12:03:14,0.4,-0.9
692866.329,9272242.206,-1.3,12:03:15,0.4,-0.9
692865.0576,9272240.576,-1.4,12:03:16,0.2,-1.2
692865.0576,9272240.576,-1.4,12:03:17,0.4,-1.0
692862.9378,9272237.63,-1.3,12:03:18,0.4,-0.9
692862.5133,9272236.893,-1.3,12:03:19,0.3,-1.0
692861.2438,9272235.79,-1.5,12:03:20,0.4,-1.1
692860.3974,9272235.055,-1.5,12:03:21,0.3,-1.2
692859.5511,9272234.32,-1.7,12:03:22,0.4,-1.3
692858.2815,9272233.217,-1.7,12:03:23,0.3,-1.4
692857.0132,9272232.483,-1.7,12:03:24,0.3,-1.4
692855.7444,9272231.591,-1.8,12:03:25,0.2,-1.6
692855.7444,9272231.591,-1.8,12:03:26,0.3,-1.5
692850.6779,9272230.501,-2.2,12:03:27,0.2,-2.0
692848.9903,9272230.507,-2.2,12:03:28,0.3,-1.9
692847.7252,9272230.669,-2.8,12:03:29,0.4,-2.4
692845.617,9272231.046,-2.8,12:03:30,0.3,-2.5
692843.9327,9272232.001,-3.0,12:03:31,0.2,-2.8
692842.249,9272233.114,-3.0,12:03:32,0.2,-2.8
692840.1427,9272234.018,-3.1,12:03:33,0.3,-2.8
692838.0378,9272235.344,-3.1,12:03:34,0.3,-2.8
692834.2503,9272238.099,-3.1,12:03:35,0.4,-2.7
692832.1447,9272239.214,-3.1,12:03:36,0.3,-2.8
692830.4623,9272240.697,-3.1,12:03:37,0.2,-2.9
692828.7812,9272242.548,-3.1,12:03:38,0.2,-2.9
692826.6769,9272244.032,-3.2,12:03:39,0.3,-2.9
692824.5725,9272245.516,-3.2,12:03:40,0.2,-3.0
692822.4675,9272246.789,-3.2,12:03:41,0.2,-3.0
692820.7845,9272248.114,-3.3,12:03:42,0.2,-3.1
692820.7845,9272248.114,-3.3,12:03:43,0.3,-3.0
692815.3141,9272252.193,-3.3,12:03:44,0.1,-3.2
692813.6309,9272253.465,-3.3,12:03:45,0.2,-3.1
692811.5279,9272255.318,-3.6,12:03:46,0.1,-3.5
692809.8442,9272256.431,-3.6,12:03:47,0.4,-3.2
692808.1599,9272257.387,-3.7,12:03:48,0.2,-3.5
692806.4729,9272257.551,-3.7,12:03:49,0.3,-3.4
692804.7866,9272257.926,-3.7,12:03:50,0.3,-3.4
692802.681,9272259.041,-3.7,12:03:51,0.3,-3.4
692799.7322,9272260.316,-4.0,12:03:52,0.3,-3.7
692797.6266,9272261.431,-4.0,12:03:53,0.2,-3.8
692795.521,9272262.546,-4.1,12:03:54,0.4,-3.7
692793.4141,9272263.292,-4.1,12:03:55,0.3,-3.8
692791.3072,9272264.037,-4.0,12:03:56,0.3,-3.7
692789.1997,9272264.625,-4.0,12:03:57,0.3,-3.7
692786.6715,9272265.53,-4.0,12:03:58,0.4,-3.6
692784.1447,9272266.857,-4.0,12:03:59,0.2,-3.8
692784.1447,9272266.857,-4.0,12:04:00,0.3,-3.7
692778.6666,9272268.722,-4.0,12:04:01,0.3,-3.7
692776.1383,9272269.628,-4.0,12:04:02,0.4,-3.6
692773.609,9272270.217,-3.9,12:04:03,0.2,-3.7
692771.5026,9272271.12,-3.9,12:04:04,0.4,-3.5
692768.9733,9272271.709,-3.8,12:04:05,0.3,-3.5
692767.2883,9272272.454,-3.8,12:04:06,0.3,-3.5
692764.7595,9272273.201,-3.9,12:04:07,0.3,-3.6
692762.2295,9272273.579,-3.9,12:04:08,0.2,-3.7
692762.2295,9272273.579,-3.9,12:04:09,0.3,-3.6
692755.9062,9272275.077,-3.9,12:04:10,0.3,-3.6
692753.378,9272275.983,-3.9,12:04:11,0.2,-3.7
692751.6924,9272276.569,-3.9,12:04:12,0.4,-3.5
692749.5848,9272277.103,-3.9,12:04:13,0.2,-3.7
692747.4773,9272277.691,-3.8,12:04:14,0.2,-3.6
692745.7929,9272278.593,-3.8,12:04:15,0.3,-3.5
692743.2654,9272279.71,-3.9,12:04:16,0.3,-3.6
692742.0028,9272280.611,-3.9,12:04:17,0.2,-3.7
692742.0028,9272280.611,-3.7,12:04:18,0.3,-3.4
692736.1066,9272283.584,-3.7,12:04:19,0.4,-3.3
692734.0005,9272284.541,-3.6,12:04:20,0.2,-3.4
692732.3147,9272285.074,-3.6,12:04:21,0.4,-3.2
692731.0503,9272285.448,-3.7,12:04:22,0.4,-3.3
692728.9442,9272286.404,-3.7,12:04:23,0.4,-3.3
692727.2605,9272287.518,-3.6,12:04:24,0.2,-3.4
692725.1541,9272288.422,-3.6,12:04:25,0.4,-3.2
692723.8885,9272288.426,-3.6,12:04:26,0.2,-3.4
692723.8885,9272288.426,-3.6,12:04:27,0.2,-3.4
692716.724,9272290.666,-3.6,12:04:28,0.3,-3.3
692713.7746,9272291.784,-3.6,12:04:29,0.3,-3.3
692711.2471,9272292.9,-3.6,12:04:30,0.3,-3.3
692708.717,9272293.278,-3.6,12:04:31,0.4,-3.2
692706.1882,9272294.025,-3.6,12:04:32,0.3,-3.3
692704.0808,9272294.612,-3.4,12:04:33,0.4,-3.0
692701.552,9272295.36,-3.4,12:04:34,0.2,-3.2
692699.4451,9272296.105,-3.5,12:04:35,0.2,-3.3
692693.5437,9272297.602,-3.5,12:04:36,0.2,-3.3
692690.5923,9272298.14,-3.3,12:04:37,0.4,-2.9
692687.6411,9272298.731,-3.3,12:04:38,0.3,-3.0
692684.6891,9272299.11,-3.2,12:04:39,0.2,-3.0
692681.7364,9272299.278,-3.2,12:04:40,0.2,-3.0
692678.3613,9272299.29,-3.1,12:04:41,0.4,-2.7
692675.4086,9272299.459,-3.1,12:04:42,0.4,-2.7
692672.4561,9272299.68,-3.1,12:04:43,0.2,-2.9
692672.4561,9272299.68,-3.1,12:04:44,0.2,-2.9
692664.0169,9272299.34,-3.0,12:04:45,0.3,-2.7
692661.0642,9272299.509,-3.0,12:04:46,0.2,-2.8
692658.9542,9272299.358,-3.0,12:04:47,0.3,-2.7
692656.4223,9272299.209,-2.9,12:04:48,0.2,-2.7
692654.3121,9272299.005,-2.9,12:04:49,0.1,-2.8
692652.202,9272298.854,-3.0,12:04:50,0.3,-2.7
692650.5132,9272298.491,-3.0,12:04:51,0.2,-2.8
692647.9811,9272298.289,-3.0,12:04:52,0.3,-2.7
692643.339,9272297.936,-3.0,12:04:53,0.1,-2.9
692641.2289,9272297.785,-2.8,12:04:54,0.2,-2.6
692639.1195,9272297.792,-2.8,12:04:55,0.3,-2.5
692636.1655,9272297.592,-2.8,12:04:56,0.1,-2.7
692633.2122,9272297.602,-2.8,12:04:57,0.1,-2.7
692630.2597,9272297.823,-2.9,12:04:58,0.4,-2.5
692628.1482,9272297.25,-2.9,12:04:59,0.3,-2.6
692625.6169,9272297.259,-2.9,12:05:00,0.3,-2.6
692625.6169,9272297.259,-2.9,12:05:01,0.2,-2.7
692618.4416,9272296.388,-2.8,12:05:02,0.4,-2.4
692615.9089,9272296.027,-2.8,12:05:03,0.3,-2.5
692613.7982,9272295.666,-2.8,12:05:04,0.2,-2.6
692611.6874,9272295.304,-2.6,12:05:05,0.4,-2.2
692609.5766,9272294.942,-2.6,12:05:06,0.2,-2.4
692607.4646,9272294.211,-2.5,12:05:07,0.4,-2.1
692604.9312,9272293.64,-2.5,12:05:08,0.1,-2.4
692602.3993,9272293.49,-2.3,12:05:09,0.4,-1.9
692596.9114,9272292.56,-2.3,12:05:10,0.1,-2.2
692594.8001,9272292.04,-2.2,12:05:11,0.3,-1.9
692592.6893,9272291.679,-2.2,12:05:12,0.3,-1.9
692590.1572,9272291.476,-2.3,12:05:13,0.3,-2.0
692588.0465,9272291.115,-2.3,12:05:14,0.2,-2.1
692586.3571,9272290.593,-2.2,12:05:15,0.2,-2.0
692583.825,9272290.391,-2.2,12:05:16,0.3,-1.9
692580.8712,9272290.243,-2.2,12:05:17,0.3,-1.9
692580.8712,9272290.243,-2.2,12:05:18,0.2,-2.0
692574.5402,9272289.527,-2.2,12:05:19,0.2,-2.0
692572.0081,9272289.325,-2.2,12:05:20,0.2,-2.0
692569.8961,9272288.594,-2.2,12:05:21,0.3,-1.9
692568.2079,9272288.442,-2.1,12:05:22,0.4,-1.7
692565.2547,9272288.452,-2.1,12:05:23,0.2,-1.9
692563.1426,9272287.721,-2.2,12:05:24,0.4,-1.8
692560.6093,9272287.15,-2.2,12:05:25,0.3,-1.9
692558.4985,9272286.788,-2.0,12:05:26,0.3,-1.7
692554.2777,9272286.275,-2.0,12:05:27,0.1,-1.9
692551.7431,9272285.335,-2.0,12:05:28,0.3,-1.7
692549.2099,9272284.816,-2.0,12:05:29,0.1,-1.9
692547.0984,9272284.243,-1.9,12:05:30,0.3,-1.6
692545.4064,9272282.984,-1.9,12:05:31,0.2,-1.7
692543.7155,9272282.04,-1.9,12:05:32,0.2,-1.7
692541.6029,9272281.151,-1.9,12:05:33,0.4,-1.5
692539.4904,9272280.262,-1.8,12:05:34,0.2,-1.6
692539.4904,9272280.262,-1.8,12:05:35,0.2,-1.6
692532.7355,9272278.967,-1.8,12:05:36,0.2,-1.6
692530.6247,9272278.605,-1.6,12:05:37,0.3,-1.3
692528.0908,9272277.876,-1.6,12:05:38,0.4,-1.2
692525.9795,9272277.356,-1.6,12:05:39,0.4,-1.2
692524.2893,9272276.623,-1.6,12:05:40,0.4,-1.2
692521.7554,9272275.894,-1.4,12:05:41,0.3,-1.1
692519.2233,9272275.692,-1.4,12:05:42,0.2,-1.2
692516.6914,9272275.542,-1.4,12:05:43,0.3,-1.1
692516.6914,9272275.542,-1.4,12:05:44,0.2,-1.2
692509.5166,9272274.829,-1.3,12:05:45,0.2,-1.1
692507.4046,9272274.098,-1.3,12:05:46,0.3,-1.0
692505.2939,9272273.736,-1.3,12:05:47,0.4,-0.9
692503.1837,9272273.533,-1.3,12:05:48,0.3,-1.0
692501.0724,9272273.013,-1.2,12:05:49,0.3,-0.9
692498.539,9272272.442,-1.2,12:05:50,0.4,-0.8
692496.0063,9272272.081,-1.2,12:05:51,0.3,-0.9
692496.0063,9272272.081,-1.1,12:05:52,0.4,-0.7
692489.2535,9272271.366,-1.1,12:05:53,0.2,-0.9
692487.1435,9272271.216,-1.1,12:05:54,0.3,-0.8
692485.034,9272271.223,-1.1,12:05:55,0.2,-0.9
692484.1902,9272271.226,-1.0,12:05:56,0.2,-0.8
692482.9251,9272271.389,-1.0,12:05:57,0.3,-0.7
692481.6588,9272271.235,-1.0,12:05:58,0.3,-0.7
692479.9713,9272271.241,-1.0,12:05:59,0.4,-0.6
692478.2837,9272271.246,-1.0,12:06:00,0.3,-0.7
692478.2837,9272271.246,-1.0,12:06:01,0.4,-0.6
692472.3778,9272271.425,-0.9,12:06:02,0.3,-0.6
692470.6896,9272271.273,-0.9,12:06:03,0.3,-0.6
692469.4232,9272271.066,-0.8,12:06:04,0.4,-0.4
692468.1557,9272270.543,-0.8,12:06:05,0.4,-0.4
692466.4674,9272270.338,-0.8,12:06:06,0.3,-0.5
692465.6231,9272270.183,-0.9,12:06:07,0.3,-0.6
692464.3561,9272269.818,-0.9,12:06:08,0.3,-0.6
692462.2453,9272269.457,-1.0,12:06:09,0.4,-0.6
692462.2453,9272269.457,-1.0,12:06:10,0.2,-0.8
692458.0251,9272269.102,-1.2,12:06:11,0.4,-0.8
692456.7595,9272269.107,-1.2,12:06:12,0.2,-1.0
692455.9144,9272268.74,-1.3,12:06:13,0.2,-1.1
692455.0699,9272268.532,-1.3,12:06:14,0.3,-1.0
692454.2248,9272268.166,-1.3,12:06:15,0.4,-0.9
692453.3797,9272267.8,-1.3,12:06:16,0.2,-1.1
692452.5354,9272267.645,-1.3,12:06:17,0.1,-1.2
692452.1122,9272267.277,-1.3,12:06:18,0.4,-0.9
692450.4226,9272266.703,-1.1,12:06:19,0.1,-1.0
692449.5783,9272266.548,-1.1,12:06:20,0.4,-0.7
692449.1544,9272265.969,-1.1,12:06:21,0.4,-0.7
692448.3106,9272265.972,-1.1,12:06:22,0.3,-0.8
692447.4655,9272265.606,-1.1,12:06:23,0.2,-0.9
692446.6212,9272265.45,-1.0,12:06:24,0.3,-0.7
692445.7761,9272265.084,-1.0,12:06:25,0.2,-0.8
692445.3509,9272264.136,-1.0,12:06:26,0.2,-0.8
692445.3509,9272264.136,-1.0,12:06:27,0.3,-0.7
692443.2357,9272262.509,-1.0,12:06:28,0.2,-0.8
692441.968,9272261.933,-1.0,12:06:29,0.4,-0.6
692441.1217,9272261.198,-1.0,12:06:30,0.4,-0.6
692440.2748,9272260.304,-1.0,12:06:31,0.2,-0.8
692439.4279,9272259.411,-0.9,12:06:32,0.2,-0.7
692438.1589,9272258.466,-0.9,12:06:33,0.4,-0.5
692437.312,9272257.572,-0.9,12:06:34,0.2,-0.7
692436.0424,9272256.469,-0.9,12:06:35,0.3,-0.6
692436.0424,9272256.469,-0.8,12:06:36,0.4,-0.4
692432.6589,9272254.055,-0.8,12:06:37,0.4,-0.4
692431.3906,9272253.321,-0.8,12:06:38,0.4,-0.4
692430.1244,9272253.168,-0.8,12:06:39,0.2,-0.6
692429.2799,9272252.96,-0.8,12:06:40,0.2,-0.6
692427.591,9272252.596,-0.8,12:06:41,0.4,-0.4
692425.9009,9272251.864,-0.8,12:06:42,0.4,-0.4
692424.6333,9272251.341,-0.7,12:06:43,0.3,-0.4
692423.7883,9272250.975,-0.7,12:06:44,0.4,-0.3
692420.8324,9272250.247,-0.7,12:06:45,0.4,-0.3
692419.5681,9272250.62,-0.7,12:06:46,0.2,-0.5
692418.723,9272250.254,-0.8,12:06:47,0.4,-0.4
692417.8785,9272250.046,-0.8,12:06:48,0.3,-0.5
692416.6122,9272249.892,-0.7,12:06:49,0.3,-0.4
692415.3471,9272250.055,-0.7,12:06:50,0.4,-0.3
692414.0809,9272249.901,-0.7,12:06:51,0.4,-0.3
692412.8165,9272250.275,-0.7,12:06:52,0.2,-0.5
692412.8165,9272250.275,-0.7,12:06:53,0.2,-0.5
692408.6007,9272251.186,-0.6,12:06:54,0.2,-0.4
692408.1782,9272251.029,-0.6,12:06:55,0.4,-0.2
692406.9126,9272251.033,-0.6,12:06:56,0.2,-0.4
692406.4912,9272251.193,-0.6,12:06:57,0.3,-0.3
692406.0693,9272251.195,-0.6,12:06:58,0.3,-0.3
692404.3818,9272251.2,-0.6,12:06:59,0.3,-0.3
692403.5387,9272251.414,-0.6,12:07:00,0.4,-0.2
692402.2736,9272251.577,-0.6,12:07:01,0.3,-0.3
692399.7448,9272252.324,-0.6,12:07:02,0.2,-0.4
692398.0585,9272252.699,-0.6,12:07:03,0.4,-0.2
692396.373,9272253.285,-0.6,12:07:04,0.2,-0.4
692395.1086,9272253.659,-0.6,12:07:05,0.3,-0.3
692393.4241,9272254.561,-0.6,12:07:06,0.4,-0.2
692392.5803,9272254.564,-0.6,12:07:07,0.1,-0.5
692390.8922,9272254.412,-0.6,12:07:08,0.2,-0.4
692389.6284,9272254.943,-0.6,12:07:09,0.3,-0.3
692389.6284,9272254.943,-0.6,12:07:10,0.4,-0.2
692387.1029,9272256.64,-0.6,12:07:11,0.2,-0.4
692386.2591,9272256.643,-0.6,12:07:12,0.3,-0.3
692385.839,9272257.172,-0.6,12:07:13,0.2,-0.4
692384.5741,9272257.387,-0.6,12:07:14,0.4,-0.2
692384.5741,9272257.387,-0.6,12:07:15,0.1,-0.5
692384.1496,9272256.65,-0.6,12:07:16,0.4,-0.2
